Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SE/405,09 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,403,"3,13,956.19",0.01,5,"3,13,956.19",0,"7,848.90","7,848.90",0,"3,32,474.00"
SE/405,09 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,610.59",0.01,18,"1,610.59",0,144.95,144.95,0,"3,32,474.00"
SE/405,09 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.01,5,875.71,0,21.89,21.89,0,"3,32,474.00"
SE/429,09 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,150.00",0,18,"2,150.00",0,193.5,193.5,0,"2,773.00"
SE/429,09 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,"2,773.00"
SE/406,10 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,329,"2,56,306.67",0,5,"2,56,306.67",0,"6,407.67","6,407.67",0,"2,91,560.00"
SE/406,10 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,11,"17,716.53",-0.01,18,"17,716.53",0,"1,594.49","1,594.49",0,"2,91,560.00"
SE/406,10 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",-0.01,5,"1,459.52",0,36.49,36.49,0,"2,91,560.00"
SE/430,10 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/407,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,352,"2,74,224.76",-0.09,5,"2,74,224.76",0,"6,855.62","6,855.62",0,"3,35,275.00"
SE/407,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,610.59",-0.1,18,"1,610.59",0,144.95,144.95,0,"3,35,275.00"
SE/407,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.1,5,583.81,0,14.6,14.6,0,"3,35,275.00"
SE/407,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,15,"18,838.98",-0.1,18,"18,838.98",0,"1,695.51","1,695.51",0,"3,35,275.00"
SE/407,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,42,"19,149.15",-0.1,18,"19,149.15",0,"1,723.42","1,723.42",0,"3,35,275.00"
SE/431,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"3,210.17",0,18,"3,210.17",0,288.92,288.92,0,"4,024.00"
SE/431,11 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,-0.01,18,200,0,18,18,0,"4,024.00"
SE/408,13 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,431,"3,35,769.52",0,5,"3,35,769.52",0,"8,394.24","8,394.24",0,"3,78,711.00"
SE/408,13 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,12,"19,327.12",0,18,"19,327.12",0,"1,739.44","1,739.44",0,"3,78,711.00"
SE/408,13 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,9,"2,627.14",0,5,"2,627.14",0,65.68,65.68,0,"3,78,711.00"
SE/408,13 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,0,5,560.48,0,14.01,14.01,0,"3,78,711.00"
SE/432,13 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,59
SE/409,15 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,259,"2,01,773.33",0,5,"2,01,773.33",0,"5,044.33","5,044.33",0,"2,34,582.00"
SE/409,15 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,11,"17,716.53",0,18,"17,716.53",0,"1,594.49","1,594.49",0,"2,34,582.00"
SE/409,15 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"2,34,582.00"
SE/409,15 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,0,5,560.48,0,14.01,14.01,0,"2,34,582.00"
SE/410,16 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,400,"3,11,619.05",0.11,5,"3,11,619.05",0,"7,790.48","7,790.48",0,"3,32,203.00"
SE/410,16 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,2,"3,221.19",0.12,18,"3,221.19",0,289.91,289.91,0,"3,32,203.00"
SE/410,16 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.12,5,583.81,0,14.6,14.6,0,"3,32,203.00"
SE/410,16 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,0.12,5,560.48,0,14.01,14.01,0,"3,32,203.00"
SE/411,17 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,426,"3,31,874.29",0.17,5,"3,31,874.29",0,"8,296.86","8,296.86",0,"3,52,208.00"
SE/411,17 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,610.59",0.16,18,"1,610.59",0,144.95,144.95,0,"3,52,208.00"
SE/411,17 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",0.16,5,"1,751.43",0,43.79,43.79,0,"3,52,208.00"
SE/433,17 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,0,18,300,0,27,27,0,354
SE/412,18 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,484,"3,77,059.05",0.13,5,"3,77,059.05",0,"9,426.48","9,426.48",0,"4,18,571.00"
SE/412,18 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"16,105.93",0.12,18,"16,105.93",0,"1,449.53","1,449.53",0,"4,18,571.00"
SE/412,18 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,10,"2,919.05",0.12,5,"2,919.05",0,72.98,72.98,0,"4,18,571.00"
SE/412,18 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,0.12,5,560.48,0,14.01,14.01,0,"4,18,571.00"
SE/413,20 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,382,"2,97,596.19",0.01,5,"2,97,596.19",0,"7,439.90","7,439.90",0,"3,14,597.00"
SE/413,20 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0,5,"1,459.52",0,36.49,36.49,0,"3,14,597.00"
SE/413,20 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,0,5,560.48,0,14.01,14.01,0,"3,14,597.00"
SE/414,21 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,422,"3,28,758.10",-0.01,5,"3,28,758.10",0,"8,218.95","8,218.95",0,"3,76,131.00"
SE/414,21 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,15,"24,158.90",0,18,"24,158.90",0,"2,174.30","2,174.30",0,"3,76,131.00"
SE/414,21 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",0,5,"1,751.43",0,43.79,43.79,0,"3,76,131.00"
SE/414,21 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,0,5,560.48,0,14.01,14.01,0,"3,76,131.00"
SE/415,22 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,409,"3,18,630.48",0.25,5,"3,18,630.48",0,"7,965.76","7,965.76",0,"3,34,869.00"
SE/415,22 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"3,34,869.00"
SE/416,23 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,384,"2,99,154.29",-0.17,5,"2,99,154.29",0,"7,478.86","7,478.86",0,"3,34,036.00"
SE/416,23 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"16,105.93",-0.16,18,"16,105.93",0,"1,449.53","1,449.53",0,"3,34,036.00"
SE/416,23 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.16,5,875.71,0,21.89,21.89,0,"3,34,036.00"
SE/434,23 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"1,050.00",0,18,"1,050.00",0,94.5,94.5,0,"1,475.00"
SE/434,23 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,"1,475.00"
SE/417,24 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,376,"2,92,921.90",0.01,5,"2,92,921.90",0,"7,323.05","7,323.05",0,"3,11,001.00"
SE/417,24 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,610.59",0,18,"1,610.59",0,144.95,144.95,0,"3,11,001.00"
SE/417,24 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0,5,"1,459.52",0,36.49,36.49,0,"3,11,001.00"
SE/435,24 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,236
SE/418,25 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,415,"3,23,304.76",0,5,"3,23,304.76",0,"8,082.62","8,082.62",0,"3,42,290.00"
SE/418,25 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,610.59",0.01,18,"1,610.59",0,144.95,144.95,0,"3,42,290.00"
SE/418,25 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.01,5,875.71,0,21.89,21.89,0,"3,42,290.00"
SE/436,25 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"1,050.00",0,18,"1,050.00",0,94.5,94.5,0,"1,475.00"
SE/436,25 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,"1,475.00"
SE/419,27 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,397,"3,09,281.90",0,5,"3,09,281.90",0,"7,732.05","7,732.05",0,"3,44,364.00"
SE/419,27 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"16,105.93",0,18,"16,105.93",0,"1,449.53","1,449.53",0,"3,44,364.00"
SE/419,27 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"3,44,364.00"
SE/437,27 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/420,28 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,417,"3,24,862.86",-0.12,5,"3,24,862.86",0,"8,121.57","8,121.57",0,"3,61,594.00"
SE/420,28 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"16,105.93",-0.12,18,"16,105.93",0,"1,449.53","1,449.53",0,"3,61,594.00"
SE/420,28 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.12,5,291.9,0,7.3,7.3,0,"3,61,594.00"
SE/420,28 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,120.95",-0.12,5,"1,120.95",0,28.02,28.02,0,"3,61,594.00"
SE/421,29 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,430,"3,34,990.48",-0.24,5,"3,34,990.48",0,"8,374.76","8,374.76",0,"3,53,640.00"
SE/421,29 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,610.59",-0.25,18,"1,610.59",0,144.95,144.95,0,"3,53,640.00"
SE/438,29 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,236
SE/422,30 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,399,"3,10,840.00",0,5,"3,10,840.00",0,"7,771.00","7,771.00",0,"3,46,000.00"
SE/422,30 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"16,105.93",0,18,"16,105.93",0,"1,449.53","1,449.53",0,"3,46,000.00"
SE/422,30 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"3,46,000.00"
SE/423,31 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,305,"2,37,609.52",-0.17,5,"2,37,609.52",0,"5,940.24","5,940.24",0,"2,50,973.00"
SE/423,31 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.16,5,291.9,0,7.3,7.3,0,"2,50,973.00"
SE/423,31 January 2025,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,120.95",-0.16,5,"1,120.95",0,28.02,28.02,0,"2,50,973.00"
,,,,,,,,,,,,,"7,45,33,137.77",0,"20,53,147.88","20,53,147.88",0,
