Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SE/1,01 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,318,"2,47,737.14",0,5,"2,47,737.14",0,"6,193.43","6,193.43",0,"2,60,737.00"
SE/1,01 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.01,5,583.81,0,14.6,14.6,0,"2,60,737.00"
SE/2,02 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,390,"3,03,828.57",-0.24,5,"3,03,828.57",0,"7,595.71","7,595.71",0,"3,19,939.00"
SE/2,02 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.24,5,875.71,0,21.89,21.89,0,"3,19,939.00"
SE/28,02 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,113.56,0,18,113.56,0,10.22,10.22,0,134
SE/3,03 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,328,"2,55,527.62",0.06,5,"2,55,527.62",0,"6,388.19","6,388.19",0,"2,90,600.00"
SE/3,03 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",0.07,18,"18,635.00",0,"1,677.15","1,677.15",0,"2,90,600.00"
SE/3,03 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.07,5,291.9,0,7.3,7.3,0,"2,90,600.00"
SE/29,03 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,118
SE/4,04 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,222,"1,72,948.57",-0.24,5,"1,72,948.57",0,"4,323.71","4,323.71",0,"1,81,902.00"
SE/4,04 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.25,5,291.9,0,7.3,7.3,0,"1,81,902.00"
SE/5,05 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,358,"2,78,899.05",0.07,5,"2,78,899.05",0,"6,972.48","6,972.48",0,"3,03,119.00"
SE/5,05 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,3,"5,590.50",0.06,18,"5,590.50",0,503.15,503.15,0,"3,03,119.00"
SE/5,05 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,12,"3,502.86",0.06,5,"3,502.86",0,87.57,87.57,0,"3,03,119.00"
SE/30,05 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/6,06 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,319,"2,48,516.19",0.04,5,"2,48,516.19",0,"6,212.90","6,212.90",0,"2,85,029.00"
SE/6,06 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",0.06,18,"18,635.00",0,"1,677.15","1,677.15",0,"2,85,029.00"
SE/6,06 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.06,5,875.71,0,21.89,21.89,0,"2,85,029.00"
SE/6,06 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",0.06,5,"1,121.90",0,28.05,28.05,0,"2,85,029.00"
SE/7,08 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,357,"2,78,120.00",0.01,5,"2,78,120.00",0,"6,953.00","6,953.00",0,"2,96,064.00"
SE/7,08 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",0.02,5,"1,751.43",0,43.79,43.79,0,"2,96,064.00"
SE/7,08 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,863.50",0.02,18,"1,863.50",0,167.72,167.72,0,"2,96,064.00"
SE/8,09 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,301,"2,34,493.33",-0.07,5,"2,34,493.33",0,"5,862.33","5,862.33",0,"2,70,022.00"
SE/8,09 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",-0.07,18,"18,635.00",0,"1,677.15","1,677.15",0,"2,70,022.00"
SE/8,09 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.07,5,"1,167.62",0,29.19,29.19,0,"2,70,022.00"
SE/8,09 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.07,5,560.95,0,14.02,14.02,0,"2,70,022.00"
SE/9,10 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,397,"3,09,281.90",0.01,5,"3,09,281.90",0,"7,732.05","7,732.05",0,"3,26,561.00"
SE/9,10 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"3,26,561.00"
SE/9,10 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0,5,560.95,0,14.02,14.02,0,"3,26,561.00"
SE/31,10 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,118
SE/10,11 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,289,"2,25,144.76",0.25,5,"2,25,144.76",0,"5,628.62","5,628.62",0,"2,36,709.00"
SE/10,11 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"2,36,709.00"
SE/11,12 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,363,"2,82,794.29",-0.17,5,"2,82,794.29",0,"7,069.86","7,069.86",0,"3,03,143.00"
SE/11,12 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.16,5,875.71,0,21.89,21.89,0,"3,03,143.00"
SE/11,12 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,10,"4,483.05",-0.16,18,"4,483.05",0,403.47,403.47,0,"3,03,143.00"
SE/32,12 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,59
SE/12,13 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,318,"2,47,737.14",-0.09,5,"2,47,737.14",0,"6,193.43","6,193.43",0,"2,84,925.00"
SE/12,13 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,11,"20,498.50",-0.08,18,"20,498.50",0,"1,844.87","1,844.87",0,"2,84,925.00"
SE/12,13 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.08,5,583.81,0,14.6,14.6,0,"2,84,925.00"
SE/13,15 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,300,"2,33,714.29",0.05,5,"2,33,714.29",0,"5,842.86","5,842.86",0,"2,51,024.00"
SE/13,15 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,2,"3,727.00",0.04,18,"3,727.00",0,335.43,335.43,0,"2,51,024.00"
SE/13,15 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.04,5,"1,167.62",0,29.19,29.19,0,"2,51,024.00"
SE/14,16 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,369,"2,87,468.57",0.01,5,"2,87,468.57",0,"7,186.71","7,186.71",0,"3,04,246.00"
SE/14,16 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"3,04,246.00"
SE/14,16 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",0,5,"1,121.90",0,28.05,28.05,0,"3,04,246.00"
SE/33,16 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,261.02,0,18,261.02,0,23.49,23.49,0,780
SE/33,16 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,400,0,18,400,0,36,36,0,780
SE/15,17 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,327,"2,54,748.57",-0.08,5,"2,54,748.57",0,"6,368.71","6,368.71",0,"2,90,677.00"
SE/15,17 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",-0.07,18,"18,635.00",0,"1,677.15","1,677.15",0,"2,90,677.00"
SE/15,17 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.07,5,583.81,0,14.6,14.6,0,"2,90,677.00"
SE/15,17 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.07,5,560.95,0,14.02,14.02,0,"2,90,677.00"
SE/16,18 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,322,"2,50,853.33",-0.07,5,"2,50,853.33",0,"6,271.33","6,271.33",0,"2,68,689.00"
SE/16,18 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,2,"3,727.00",-0.09,18,"3,727.00",0,335.43,335.43,0,"2,68,689.00"
SE/16,18 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.09,5,291.9,0,7.3,7.3,0,"2,68,689.00"
SE/16,18 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.09,5,560.95,0,14.02,14.02,0,"2,68,689.00"
SE/17,19 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,341,"2,65,655.24",-0.1,5,"2,65,655.24",0,"6,641.38","6,641.38",0,"2,87,067.00"
SE/17,19 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,3,"5,590.50",-0.1,18,"5,590.50",0,503.15,503.15,0,"2,87,067.00"
SE/17,19 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",-0.1,5,"1,459.52",0,36.49,36.49,0,"2,87,067.00"
SE/18,20 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,307,"2,39,167.62",-0.08,5,"2,39,167.62",0,"5,979.19","5,979.19",0,"2,74,930.00"
SE/18,20 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",-0.07,18,"18,635.00",0,"1,677.15","1,677.15",0,"2,74,930.00"
SE/18,20 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.07,5,"1,167.62",0,29.19,29.19,0,"2,74,930.00"
SE/18,20 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.07,5,560.95,0,14.02,14.02,0,"2,74,930.00"
SE/34,20 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,118
SE/19,22 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,276,"2,15,017.14",0,5,"2,15,017.14",0,"5,375.43","5,375.43",0,"2,26,381.00"
SE/19,22 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.01,5,583.81,0,14.6,14.6,0,"2,26,381.00"
SE/20,23 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,364,"2,83,573.33",-0.06,5,"2,83,573.33",0,"7,089.33","7,089.33",0,"3,21,532.00"
SE/20,23 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",-0.08,18,"18,635.00",0,"1,677.15","1,677.15",0,"3,21,532.00"
SE/20,23 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.08,5,583.81,0,14.6,14.6,0,"3,21,532.00"
SE/20,23 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",-0.08,5,"1,121.90",0,28.05,28.05,0,"3,21,532.00"
SE/35,23 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,252.54",0,18,"2,252.54",0,202.73,202.73,0,"2,776.00"
SE/35,23 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,"2,776.00"
SE/21,24 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,355,"2,76,561.90",0,5,"2,76,561.90",0,"6,914.05","6,914.05",0,"2,91,003.00"
SE/21,24 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.01,5,583.81,0,14.6,14.6,0,"2,91,003.00"
SE/36,24 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,59
SE/22,25 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,261,"2,03,331.43",-0.01,5,"2,03,331.43",0,"5,083.29","5,083.29",0,"2,15,337.00"
SE/22,25 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",-0.01,5,"1,751.43",0,43.79,43.79,0,"2,15,337.00"
SE/37,25 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/23,26 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,390,"3,03,828.57",-0.06,5,"3,03,828.57",0,"7,595.71","7,595.71",0,"3,44,026.00"
SE/23,26 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,635.00",-0.08,18,"18,635.00",0,"1,677.15","1,677.15",0,"3,44,026.00"
SE/23,26 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",-0.08,5,"1,751.43",0,43.79,43.79,0,"3,44,026.00"
SE/23,26 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",-0.08,5,"1,121.90",0,28.05,28.05,0,"3,44,026.00"
SE/38,26 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,202.54",0,18,"2,202.54",0,198.23,198.23,0,"2,717.00"
SE/38,26 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,"2,717.00"
SE/24,27 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,340,"2,64,876.19",0,5,"2,64,876.19",0,"6,621.90","6,621.90",0,"2,78,733.00"
SE/24,27 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"2,78,733.00"
SE/39,27 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/25,28 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,6,"4,674.29",-0.01,5,"4,674.29",0,116.86,116.86,0,"4,908.00"
SE/26,29 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,263,"2,04,889.52",-0.24,5,"2,04,889.52",0,"5,122.24","5,122.24",0,"2,16,053.00"
SE/26,29 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.25,5,875.71,0,21.89,21.89,0,"2,16,053.00"
SE/27,30 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,405,"3,15,514.29",-0.17,5,"3,15,514.29",0,"7,887.86","7,887.86",0,"3,32,798.00"
SE/27,30 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,-0.16,5,875.71,0,21.89,21.89,0,"3,32,798.00"
SE/27,30 April 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.16,5,560.95,0,14.02,14.02,0,"3,32,798.00"
SE/40,01 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,330,"2,57,085.71",-0.15,5,"2,57,085.71",0,"6,427.14","6,427.14",0,"2,72,674.00"
SE/40,01 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,7,"2,043.33",-0.16,5,"2,043.33",0,51.08,51.08,0,"2,72,674.00"
SE/40,01 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.16,5,560.95,0,14.02,14.02,0,"2,72,674.00"
SE/69,01 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,150,0,18,150,0,13.5,13.5,0,177
SE/41,02 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,309,"2,40,725.71",0.15,5,"2,40,725.71",0,"6,018.14","6,018.14",0,"2,66,128.00"
SE/41,02 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,6,"11,067.00",0.15,18,"11,067.00",0,996.03,996.03,0,"2,66,128.00"
SE/41,02 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.15,5,291.9,0,7.3,7.3,0,"2,66,128.00"
SE/42,03 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,325,"2,53,190.48",-0.04,5,"2,53,190.48",0,"6,329.76","6,329.76",0,"2,88,841.00"
SE/42,03 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",-0.03,18,"18,445.00",0,"1,660.05","1,660.05",0,"2,88,841.00"
SE/42,03 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.03,5,"1,167.62",0,29.19,29.19,0,"2,88,841.00"
SE/70,03 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/43,04 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,368,"2,86,689.52",0.25,5,"2,86,689.52",0,"7,167.24","7,167.24",0,"3,01,331.00"
SE/43,04 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"3,01,331.00"
SE/44,06 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,341,"2,65,655.24",0.15,5,"2,65,655.24",0,"6,641.38","6,641.38",0,"2,92,917.00"
SE/44,06 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,6,"11,067.00",0.15,18,"11,067.00",0,996.03,996.03,0,"2,92,917.00"
SE/44,06 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.15,5,875.71,0,21.89,21.89,0,"2,92,917.00"
SE/71,06 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,236
SE/45,07 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,308,"2,39,946.67",0.24,5,"2,39,946.67",0,"5,998.67","5,998.67",0,"2,53,477.00"
SE/45,07 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0.25,5,"1,459.52",0,36.49,36.49,0,"2,53,477.00"
SE/46,08 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,148,"1,15,299.05",0.11,5,"1,15,299.05",0,"2,882.48","2,882.48",0,"1,31,899.00"
SE/46,08 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,544.07",0.11,18,"1,544.07",0,138.97,138.97,0,"1,31,899.00"
SE/46,08 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,4,"7,378.00",0.11,18,"7,378.00",0,664.02,664.02,0,"1,31,899.00"
SE/46,08 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.11,5,291.9,0,7.3,7.3,0,"1,31,899.00"
SE/47,09 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,289,"2,25,144.76",0,5,"2,25,144.76",0,"5,628.62","5,628.62",0,"2,36,402.00"
SE/72,09 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,413
SE/72,09 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,0,18,300,0,27,27,0,413
SE/48,10 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,442,"3,44,339.05",0.08,5,"3,44,339.05",0,"8,608.48","8,608.48",0,"4,01,815.00"
SE/48,10 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",0.1,18,"18,445.00",0,"1,660.05","1,660.05",0,"4,01,815.00"
SE/48,10 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,9,"2,627.14",0.1,5,"2,627.14",0,65.68,65.68,0,"4,01,815.00"
SE/48,10 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,30,"13,334.75",0.1,18,"13,334.75",0,"1,200.13","1,200.13",0,"4,01,815.00"
SE/73,10 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,177
SE/73,10 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,177
SE/49,11 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,499,"3,88,744.76",0.15,5,"3,88,744.76",0,"9,718.62","9,718.62",0,"4,10,972.00"
SE/49,11 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,844.50",0.16,18,"1,844.50",0,166.01,166.01,0,"4,10,972.00"
SE/49,11 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.16,5,583.81,0,14.6,14.6,0,"4,10,972.00"
SE/74,11 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/50,12 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,30,"23,371.43",-0.01,5,"23,371.43",0,584.29,584.29,0,"24,540.00"
SE/51,13 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,290,"2,25,923.81",0.16,5,"2,25,923.81",0,"5,648.10","5,648.10",0,"2,39,318.00"
SE/51,13 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.17,5,875.71,0,21.89,21.89,0,"2,39,318.00"
SE/51,13 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",0.17,5,"1,121.90",0,28.05,28.05,0,"2,39,318.00"
SE/75,13 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/52,14 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,326,"2,53,969.52",0.09,5,"2,53,969.52",0,"6,349.24","6,349.24",0,"2,97,503.00"
SE/52,14 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"18,445.00",0.08,18,"18,445.00",0,"1,660.05","1,660.05",0,"2,97,503.00"
SE/52,14 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.08,5,583.81,0,14.6,14.6,0,"2,97,503.00"
SE/52,14 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,15,"6,667.37",0.08,18,"6,667.37",0,600.06,600.06,0,"2,97,503.00"
SE/52,14 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.08,5,560.95,0,14.02,14.02,0,"2,97,503.00"
SE/53,15 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,321,"2,50,074.29",0.01,5,"2,50,074.29",0,"6,251.86","6,251.86",0,"2,65,650.00"
SE/53,15 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,844.50",-0.01,18,"1,844.50",0,166.01,166.01,0,"2,65,650.00"
SE/53,15 May 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.01,5,291.9,0,7.3,7.3,0,"2,65,650.00"
