Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SCT/1,04 January 2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,1279,"1,53,480.00",-10222,18,"1,43,258.00","25,786.00",0,0,0,"1,69,044.00"
SCT/2,04 January 2024,TERENZA TILES LLP,24AARFT9990P1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,260,"31,200.00",0,18,"31,200.00",0,"2,808.20","2,808.20",0,"2,05,462.00"
SCT/2,04 January 2024,TERENZA TILES LLP,24AARFT9990P1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1191,"1,42,920.00",0,18,"1,42,920.00",0,"12,862.80","12,862.80",0,"2,05,462.00"
SCT/3,04 January 2024,KHUSH MARBLE & SANITARY,08CJCPC0186J1ZC,PUNALI,Rajasthan,BROKEN TILES,69072300,3737,"1,121.00",0,18,"1,121.00",201.4,0,0,0,"36,864.00"
SCT/3,04 January 2024,KHUSH MARBLE & SANITARY,08CJCPC0186J1ZC,PUNALI,Rajasthan,CERAMIC GLAZE TILES,69072300,251,"30,120.00",0,18,"30,120.00","5,421.60",0,0,0,"36,864.00"
SCT/4,04 January 2024,GUDLANARVA BALARAJU,,MAHBUBNAGAR,Telangana,CERAMIC GLAZE TILES,69072300,229,"27,480.00",0,18,"27,480.00","4,946.60",0,0,0,"2,96,369.00"
SCT/4,04 January 2024,GUDLANARVA BALARAJU,,MAHBUBNAGAR,Telangana,CERAMIC GLAZE TILES,69072300,1864,"2,23,680.00",0,18,"2,23,680.00","40,262.40",0,0,0,"2,96,369.00"
SCT/5,04 January 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,1620,"1,94,400.00",0,18,"1,94,400.00",0,"17,496.00","17,496.00",0,"2,29,392.00"
SCT/6,04 January 2024,NAVKAR CERAMICS,27AJYPJ5721G1ZT,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,200,"24,000.00",-1625.1,18,"22,375.18","4,027.87",0,0,0,"3,86,140.00"
SCT/6,04 January 2024,NAVKAR CERAMICS,27AJYPJ5721G1ZT,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,2725,"3,27,000.00",-22137.9,18,"3,04,861.82","54,875.13",0,0,0,"3,86,140.00"
SCT/7,04 January 2024,SHOAIB ENTERPRISES,09CRZPK3613H1ZA,BAREILLY,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2986,"2,68,740.00",-134370,18,"1,34,370.00","24,187.00",0,0,0,"1,58,557.00"
SCT/8,04 January 2024,BHOOMI TILES AND STONE,27AHGPG5644M2ZZ,NAGPUR,Maharashtra,CERAMIC GLAZE TILES,69072300,580,"69,600.00",-4788.85,18,"64,811.46","11,666.14",0,0,0,"4,47,921.00"
SCT/8,04 January 2024,BHOOMI TILES AND STONE,27AHGPG5644M2ZZ,NAGPUR,Maharashtra,CERAMIC GLAZE TILES,69072300,2817,"3,38,040.00",-23257.15,18,"3,14,782.54","56,660.86",0,0,0,"4,47,921.00"
SCT/9,04 January 2024,SHREE GANESH TILES,29AXHPV6112E1ZB,BENGALURU,Karnataka,CERAMIC GLAZE TILES,69072300,491,"58,920.00",0,18,"58,920.00","10,605.80",0,0,0,"5,76,737.00"
SCT/9,04 January 2024,SHREE GANESH TILES,29AXHPV6112E1ZB,BENGALURU,Karnataka,CERAMIC GLAZE TILES,69072300,3582,"4,29,840.00",0,18,"4,29,840.00","77,371.20",0,0,0,"5,76,737.00"
SCT/10,04 January 2024,SHREE CERA TILES,24AESFS2810Q1ZF,LALPAR,Gujarat,CERAMIC GLAZE TILES,69072300,611,"73,320.00",-6107.17,18,"67,212.52",0,"6,049.36","6,049.36",0,"4,09,405.00"
SCT/10,04 January 2024,SHREE CERA TILES,24AESFS2810Q1ZF,LALPAR,Gujarat,CERAMIC GLAZE TILES,69072300,2543,"3,05,160.00",-25419.83,18,"2,79,740.48",0,"25,176.64","25,176.64",0,"4,09,405.00"
SCT/11,04 January 2024,ADMART GRANITO,24ABZFA4765G1ZZ,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,79,"9,480.00",0,18,"9,480.00",0,853.4,853.4,0,"2,30,950.00"
SCT/11,04 January 2024,ADMART GRANITO,24ABZFA4765G1ZZ,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1552,"1,86,240.00",0,18,"1,86,240.00",0,"16,761.60","16,761.60",0,"2,30,950.00"
SCT/12,04 February 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,171,"20,520.00",-1709.74,18,"18,810.64",0,"1,693.03","1,693.03",0,"2,41,047.00"
SCT/12,04 February 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1686,"2,02,320.00",-16853.26,18,"1,85,466.36",0,"16,691.97","16,691.97",0,"2,41,047.00"
SCT/13,04 February 2024,SAI UDYOG,02BMFPD9863G1Z4,HAMIRPUR,Himachal Pradesh,CERAMIC GLAZE TILES,69072300,438,"52,560.00",-4378.06,18,"48,181.79","8,673.10",0,0,0,"2,86,220.00"
SCT/13,04 February 2024,SAI UDYOG,02BMFPD9863G1Z4,HAMIRPUR,Himachal Pradesh,CERAMIC GLAZE TILES,69072300,486,"58,320.00",-4858.06,18,"53,461.98","9,623.16",0,0,0,"2,86,220.00"
SCT/13,04 February 2024,SAI UDYOG,02BMFPD9863G1Z4,HAMIRPUR,Himachal Pradesh,CERAMIC GLAZE TILES,69072300,1281,"1,53,720.00",-12804.88,18,"1,40,915.23","25,364.74",0,0,0,"2,86,220.00"
SCT/14,04 February 2024,DEEPAK TRADERS,09AWQPS5685P1Z2,GOLA GOKRANNATH,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,243,"29,160.00",-2428.89,18,"26,730.98","4,811.62",0,0,0,"3,85,001.00"
SCT/14,04 February 2024,DEEPAK TRADERS,09AWQPS5685P1Z2,GOLA GOKRANNATH,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2723,"3,26,760.00",-27219.11,18,"2,99,541.02","53,917.38",0,0,0,"3,85,001.00"
SCT/15,04 February 2024,SHREE RADHE KRISHNA TILES AND SANITARY WARE,06BIEPK0384A1ZS,GURGAON,Haryana,CERAMIC GLAZE TILES,69072300,3482,"4,17,840.00",-14666,18,"4,03,174.00","72,571.00",0,0,0,"4,75,745.00"
SCT/16,04 February 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,487,"58,440.00",-4867.67,18,"53,572.02",0,"4,821.08","4,821.08",0,"3,12,180.00"
SCT/16,04 February 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1918,"2,30,160.00",-19172.33,18,"2,10,987.98",0,"18,988.92","18,988.92",0,"3,12,180.00"
SCT/17,04 February 2024,HOUSE OF CERAMIC,09MRIPS5542J1ZW,JAUNPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,351,"42,120.00",0,18,"42,120.00","7,581.60",0,0,0,"5,80,560.00"
SCT/17,04 February 2024,HOUSE OF CERAMIC,09MRIPS5542J1ZW,JAUNPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3749,"4,49,880.00",0,18,"4,49,880.00","80,978.40",0,0,0,"5,80,560.00"
SCT/18,04 February 2024,RAJ LAXMI TRADING,08BHVPS3814D1ZZ,AJMER,Rajasthan,CERAMIC GLAZE TILES,69072300,203,"24,360.00",-1218,18,"23,142.00","4,165.20",0,0,0,"2,58,009.00"
SCT/18,04 February 2024,RAJ LAXMI TRADING,08BHVPS3814D1ZZ,AJMER,Rajasthan,CERAMIC GLAZE TILES,69072300,1715,"2,05,800.00",-10290,18,"1,95,510.00","35,191.80",0,0,0,"2,58,009.00"
SCT/19,04 February 2024,D AND J TRADING,24BYCPP8943A1ZI,JAMNAGAR,Gujarat,BROKEN TILES,69072300,10100,"3,030.00",0,18,"3,030.00",0,273,273,0,"3,576.00"
SCT/20,04 February 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,423,"50,760.00",-3386,18,"47,374.00",0,"4,264.00","4,264.00",0,"55,902.00"
SCT/21,04 February 2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,3386,"4,06,320.00",-27061,18,"3,79,259.00","68,267.00",0,0,0,"4,47,526.00"
SCT/22,04 February 2024,GUJRAT TILES COPORATION,19HJAPS3984P1Z2,DURGAPUR,West Bengal,CERAMIC GLAZE TILES,69072300,380,"45,600.00",0,18,"45,600.00","8,207.60",0,0,0,"5,70,506.00"
SCT/22,04 February 2024,GUJRAT TILES COPORATION,19HJAPS3984P1Z2,DURGAPUR,West Bengal,CERAMIC GLAZE TILES,69072300,3649,"4,37,880.00",0,18,"4,37,880.00","78,818.40",0,0,0,"5,70,506.00"
SCT/23,04 February 2024,J & J MARKETING,24AGVPJ3863D1Z8,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,612,"73,440.00",-6117.75,18,"67,322.41",0,"6,058.94","6,058.94",0,"3,95,904.00"
SCT/23,04 February 2024,J & J MARKETING,24AGVPJ3863D1Z8,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2438,"2,92,560.00",-24370.25,18,"2,68,189.59",0,"24,137.06","24,137.06",0,"3,95,904.00"
SCT/24,04 February 2024,M/S RAJ GHARANA MARBLE ENTERPRISES,09AFEPJ9239B1ZH,VARANASI,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,238,"28,560.00",0,18,"28,560.00","5,141.00",0,0,0,"2,17,781.00"
SCT/24,04 February 2024,M/S RAJ GHARANA MARBLE ENTERPRISES,09AFEPJ9239B1ZH,VARANASI,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,1300,"1,56,000.00",0,18,"1,56,000.00","28,080.00",0,0,0,"2,17,781.00"
SCT/25,04 March 2024,STORA CERAMIC,24AEEFS1077B1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,901,"1,08,120.00",-7244,18,"1,00,876.00",0,"9,079.00","9,079.00",0,"1,19,034.00"
SCT/26,04 March 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,316,"37,920.00",-2529.02,18,"35,390.77",0,"3,185.27","3,185.27",0,"3,38,318.00"
SCT/26,04 March 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,2244,"2,69,280.00",-17960.98,18,"2,51,319.23",0,"22,618.73","22,618.73",0,"3,38,318.00"
SCT/27,04 March 2024,VASIRUDIN A LATEEF,10AERPL8684C1ZC,MOTIPUR,Bihar,CERAMIC GLAZE TILES,69072300,259,"31,080.00",-1225.01,18,"29,855.39","5,373.63",0,0,0,"2,71,769.00"
SCT/27,04 March 2024,VASIRUDIN A LATEEF,10AERPL8684C1ZC,MOTIPUR,Bihar,CERAMIC GLAZE TILES,69072300,1739,"2,08,680.00",-8221.99,18,"2,00,457.61","36,082.37",0,0,0,"2,71,769.00"
SCT/28,04 March 2024,TUCHBUY TILES PRIVATE LIMITED,09AAJCT2402P1ZZ,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,303,"36,360.00",-3028.55,18,"33,331.23","5,999.76",0,0,0,"5,44,012.00"
SCT/28,04 March 2024,TUCHBUY TILES PRIVATE LIMITED,09AAJCT2402P1ZZ,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3888,"4,66,560.00",-38864.45,18,"4,27,695.77","76,985.24",0,0,0,"5,44,012.00"
SCT/29,04 March 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,135,"16,200.00",-1349.28,18,"14,850.56",0,"1,336.79","1,336.79",0,"1,24,094.00"
SCT/29,04 March 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,821,"98,520.00",-8206.72,18,"90,313.44",0,"8,128.21","8,128.21",0,"1,24,094.00"
SCT/30,04 March 2024,SHRI GANPATI TRADERS,22BSBPA8486J1ZP,KORBA,Chattisgarh,CERAMIC GLAZE TILES,69072300,282,"33,840.00",-1972.8,18,"31,867.14","5,735.77",0,0,0,"2,64,289.00"
SCT/30,04 March 2024,SHRI GANPATI TRADERS,22BSBPA8486J1ZP,KORBA,Chattisgarh,CERAMIC GLAZE TILES,69072300,1700,"2,04,000.00",-11893.2,18,"1,92,106.86","34,579.23",0,0,0,"2,64,289.00"
SCT/31,04 March 2024,RUBY INTERNATIONAL,24CKFPD4835H1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,18,"2,160.00",0,18,"2,160.00",0,194.6,194.6,0,"15,010.00"
SCT/31,04 March 2024,RUBY INTERNATIONAL,24CKFPD4835H1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,88,"10,560.00",0,18,"10,560.00",0,950.4,950.4,0,"15,010.00"
SCT/32,04 March 2024,VRINDAVAN TRADING COMPANY,09BLAPK0188F1Z8,GAUTAM BUDH NAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,5292,"6,35,040.00",-190512,18,"4,44,528.00","80,015.00",0,0,0,"5,24,543.00"
SCT/33,04 March 2024,SUPER TILES MORBI,09AIDPF8950H1Z3,KUNDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,150,"18,000.00",-5400,18,"12,600.00","2,268.36",0,0,0,"4,06,095.00"
SCT/33,04 March 2024,SUPER TILES MORBI,09AIDPF8950H1Z3,KUNDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3947,"4,73,640.00",-142092,18,"3,31,548.00","59,678.64",0,0,0,"4,06,095.00"
SCT/34,04 April 2024,VISION CERAMIC,24BSXPM2145Q1ZX,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1069,"53,450.00",0,18,"53,450.00",0,"4,811.00","4,811.00",0,"63,072.00"
SCT/35,04 April 2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,646,"77,520.00",271.8,18,"77,791.40","14,002.75",0,0,0,"6,07,128.00"
SCT/35,04 April 2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,200,"5,000.00",17.5,18,"5,017.50",903.15,0,0,0,"6,07,128.00"
SCT/35,04 April 2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,3585,"4,30,200.00",1505.7,18,"4,31,706.10","77,707.10",0,0,0,"6,07,128.00"
SCT/36,04 April 2024,SAHARA GRANITE AND TILES,27DCCPS3656B1ZM,AURANGABAD,Maharashtra,CERAMIC GLAZE TILES,69072300,30,"3,600.00",252,18,"3,852.00",693,0,0,0,"4,545.00"
SCT/37,04 April 2024,SHOAIB ENTERPRISES,09CRZPK3613H1ZA,BAREILLY,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,234,"5,850.00",0,18,"5,850.00","1,053.00",0,0,0,"6,903.00"
SCT/38,04 April 2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,125,"15,000.00",0,18,"15,000.00","2,700.00",0,0,0,"17,700.00"
SCT/39,04 April 2024,MBB CERAMIC TILES,27AQOPL2706L1ZH,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,128,"15,360.00",-1279.96,18,"14,080.49","2,534.31",0,0,0,"3,72,409.00"
SCT/39,04 April 2024,MBB CERAMIC TILES,27AQOPL2706L1ZH,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,2741,"3,28,920.00",-27399.04,18,"3,01,520.51","54,273.69",0,0,0,"3,72,409.00"
SCT/40,04 April 2024,CHAMUNDA PIPE & SANI TATION,27AGMPD9081A1ZH,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,1522,"1,82,640.00",0,18,"1,82,640.00","32,875.00",0,0,0,"2,15,515.00"
SCT/41,04 April 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,259,"31,080.00",-2588.78,18,"28,491.06",0,"2,563.93","2,563.93",0,"2,45,574.00"
SCT/41,04 April 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,201,"5,025.00",-418.58,18,"4,606.42",0,414.58,414.58,0,"2,45,574.00"
SCT/41,04 April 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1591,"1,90,920.00",-15903.64,18,"1,75,016.52",0,"15,751.49","15,751.49",0,"2,45,574.00"
SCT/42,04 April 2024,SHEKH ASHOKBHAI DHANJIBHAI,,JASDAN,Gujarat,CERAMIC GLAZE TILES,69072300,21,"3,045.00",0,18,"3,045.00",0,273.65,273.65,0,"35,588.00"
SCT/42,04 April 2024,SHEKH ASHOKBHAI DHANJIBHAI,,JASDAN,Gujarat,CERAMIC GLAZE TILES,69072300,187,"27,115.00",0,18,"27,115.00",0,"2,440.35","2,440.35",0,"35,588.00"
SCT/43,04 April 2024,DEV CORPORATION,24AATFD4074E1ZE,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,198,"23,760.00",-974,18,"22,786.00",0,"2,051.00","2,051.00",0,"26,888.00"
SCT/44,04 April 2024,M/S ADESH CERAMIC,09FFOPK3417R1ZK,GORAKHPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,336,"40,320.00",-3358.42,18,"36,961.38","6,653.43",0,0,0,"2,84,273.00"
SCT/44,04 April 2024,M/S ADESH CERAMIC,09FFOPK3417R1ZK,GORAKHPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,1854,"2,22,480.00",-18532.58,18,"2,03,947.62","36,710.57",0,0,0,"2,84,273.00"
SCT/45,04 April 2024,CHUNNI LAL REGAR,,BHILWARA,Rajasthan,BROKEN TILES,69072300,20200,"6,060.00",0,18,"6,060.00","1,091.00",0,0,0,"7,151.00"
SCT/46,04 April 2024,THAKUR JI TRADERS,09ALWPT0655P1ZX,MEERUT,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,4113,"4,93,560.00",0,18,"4,93,560.00","88,841.00",0,0,0,"5,82,401.00"
SCT/47,04 May 2024,STORA CERAMIC,24AEEFS1077B1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2079,"2,49,480.00",-20782,18,"2,28,698.00",0,"20,583.00","20,583.00",0,"2,69,864.00"
SCT/48,04 May 2024,SIKO BUILDING MART,09AACFE5256E1ZK,SHIKOHABAD,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,102,"2,550.00",-211.96,18,"2,337.59",420.75,0,0,0,"3,58,294.00"
SCT/48,04 May 2024,SIKO BUILDING MART,09AACFE5256E1ZK,SHIKOHABAD,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2739,"3,28,680.00",-27379.04,18,"3,01,301.41","54,234.25",0,0,0,"3,58,294.00"
SCT/49,04 May 2024,MORBI CERAMIC WORLD,24ABLFM7071R1ZH,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1479,"1,77,480.00",0,18,"1,77,480.00",0,"15,973.00","15,973.00",0,"2,09,426.00"
SCT/50,04 May 2024,JAI JI TRADERS,01BMEPS0902C1ZU,RAJOURI,Jammu And Kashmir,CERAMIC GLAZE TILES,69072300,3307,"3,96,840.00",-33057,18,"3,63,783.00","65,481.00",0,0,0,"4,29,264.00"
SCT/51,04 May 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,50,"6,000.00",-500.23,18,"5,500.17",0,494.55,494.55,0,"1,11,371.00"
SCT/51,04 May 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,808,"96,960.00",-8076.77,18,"88,882.83",0,"7,999.45","7,999.45",0,"1,11,371.00"
SCT/52,04 May 2024,KASHTBHANJAN CERAMIC,27AZGPD3015M1ZH,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,270,"32,400.00",-2699.18,18,"29,701.05","5,345.95",0,0,0,"2,68,176.00"
SCT/52,04 May 2024,KASHTBHANJAN CERAMIC,27AZGPD3015M1ZH,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,1796,"2,15,520.00",-17952.82,18,"1,97,566.95","35,562.05",0,0,0,"2,68,176.00"
SCT/53,04 May 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,155,"18,600.00",-1548.92,18,"17,050.66",0,"1,534.53","1,534.53",0,"2,12,361.00"
SCT/53,04 May 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,1481,"1,77,720.00",-14804.08,18,"1,62,916.34",0,"14,662.47","14,662.47",0,"2,12,361.00"
SCT/54,04 June 2024,ASIANTIC CERAMIC,24ABZFA7518B1ZC,Lajai,Gujarat,CERAMIC GLAZE TILES,69072300,634,"76,080.00",-6337,18,"69,743.00",0,"6,277.00","6,277.00",0,"82,297.00"
SCT/55,04 June 2024,SRI BYRAVESHWARA FIBRE SINK AND GRANITE CERAMICS,29AFFPU0441M1Z2,BENGLURU,Karnataka,CERAMIC GLAZE TILES,69072300,1208,"1,44,960.00",0,18,"1,44,960.00","26,093.00",0,0,0,"1,71,053.00"
SCT/56,04 June 2024,MELDY CERAMIKA,24ABRFM0673K1ZV,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1470,"5,32,140.00",0,18,"5,32,140.00",0,"47,893.00","47,893.00",0,"6,27,926.00"
SCT/57,04 June 2024,VARSANI VIPULBHAI MAGANBHAI,,RAJKOT,Gujarat,CERAMIC GLAZE TILES,69072300,600,"15,000.00",0,18,"15,000.00",0,"1,350.00","1,350.00",0,"17,700.00"
SCT/58,04 June 2024,LOGIN TILES LLP,24AAKFL4918Q1ZP,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1875,"2,25,000.00",-18743,18,"2,06,257.00",0,"18,563.00","18,563.00",0,"2,43,383.00"
SCT/59,04 June 2024,SOMCERA CERAMIC,24CLAPR9860A1Z5,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,92,"11,040.00",0,18,"11,040.00",0,993.2,993.2,0,"1,78,132.00"
SCT/59,04 June 2024,SOMCERA CERAMIC,24CLAPR9860A1Z5,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1166,"1,39,920.00",0,18,"1,39,920.00",0,"12,592.80","12,592.80",0,"1,78,132.00"
SCT/60,04 June 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,14,"1,680.00",-140.02,18,"1,540.05",0,138.51,138.51,0,"35,047.00"
SCT/60,04 June 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,256,"30,720.00",-2558.98,18,"28,160.95",0,"2,534.49","2,534.49",0,"35,047.00"
SCT/61,04 June 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2794,"3,35,280.00",-27929,18,"3,07,351.00",0,"27,662.00","27,662.00",0,"3,62,675.00"
SCT/62,04 July 2024,SADA SHIV TRADERS,09AFBFS5756D1ZU,MATHURA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,910,"1,09,200.00",-9096,18,"1,00,104.00","18,019.00",0,0,0,"1,18,123.00"
SCT/63,04 July 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,328,"39,360.00",-3278.77,18,"36,081.30",0,"3,247.51","3,247.51",0,"2,94,657.00"
SCT/63,04 July 2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1942,"2,33,040.00",-19412.23,18,"2,13,627.70",0,"19,226.49","19,226.49",0,"2,94,657.00"
SCT/64,04 July 2024,SHRI RAM CERAMICS,07AGAPJ0762C1ZZ,JAGATPURI,Delhi,CERAMIC GLAZE TILES,69072300,4046,"4,85,520.00",-145656,18,"3,39,864.00","61,176.00",0,0,0,"4,01,040.00"
SCT/65,04 July 2024,MARUTI TILES,10AMQPL2368G1Z3,PATNA,Bihar,CERAMIC GLAZE TILES,69072300,694,"83,280.00",0,18,"83,280.00","14,990.00",0,0,0,"5,89,622.00"
SCT/65,04 July 2024,MARUTI TILES,10AMQPL2368G1Z3,PATNA,Bihar,CERAMIC GLAZE TILES,69072300,3470,"4,16,400.00",0,18,"4,16,400.00","74,952.00",0,0,0,"5,89,622.00"
SCT/66,04 July 2024,SHUBH MARKETING,27ABJFS3289F1ZS,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,208,"24,960.00",0,18,"24,960.00","4,492.80",0,0,0,"1,84,788.00"
SCT/66,04 July 2024,SHUBH MARKETING,27ABJFS3289F1ZS,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,1097,"1,31,640.00",0,18,"1,31,640.00","23,695.20",0,0,0,"1,84,788.00"
SCT/67,04 August 2024,TITANS CERAMIC,24AATFT2418G1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2245,"1,57,150.00",-47145,18,"1,10,005.00",0,"9,900.00","9,900.00",0,"1,29,805.00"
SCT/68,04 August 2024,VRINDAVAN TRADING COMPANY,09BLAPK0188F1Z8,GAUTAM BUDH NAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,610,"27,450.00",-8235,18,"19,215.00","3,459.00",0,0,0,"3,84,462.00"
SCT/68,04 August 2024,VRINDAVAN TRADING COMPANY,09BLAPK0188F1Z8,GAUTAM BUDH NAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3650,"4,38,000.00",-131400,18,"3,06,600.00","55,188.00",0,0,0,"3,84,462.00"
SCT/69,04 August 2024,SIDANA HARDWARE AND SANITARY STORE,05CZOPK4577M1ZL,GADARPUR,Uttarakhand,CERAMIC GLAZE TILES,69072300,366,"43,920.00",-3658.64,18,"40,261.45","7,246.94",0,0,0,"4,57,821.00"
SCT/69,04 August 2024,SIDANA HARDWARE AND SANITARY STORE,05CZOPK4577M1ZL,GADARPUR,Uttarakhand,CERAMIC GLAZE TILES,69072300,3161,"3,79,320.00",-31597.36,18,"3,47,722.55","62,590.06",0,0,0,"4,57,821.00"
SCT/70,04 August 2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,4037,"4,84,440.00",-40354,18,"4,44,086.00",0,"39,968.00","39,968.00",0,"5,24,022.00"
SCT/71,04 August 2024,TILES WORLD,36BKHPM9625H1ZS,Nagarkurnool,Telangana,CERAMIC GLAZE TILES,69072300,497,"59,640.00",0,18,"59,640.00","10,734.80",0,0,0,"4,92,626.00"
SCT/71,04 August 2024,TILES WORLD,36BKHPM9625H1ZS,Nagarkurnool,Telangana,CERAMIC GLAZE TILES,69072300,2982,"3,57,840.00",0,18,"3,57,840.00","64,411.20",0,0,0,"4,92,626.00"
