Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SCT/427,5/21/2024,ASTELL IMPEX,24ABIFA1815C1Z3,THANGADH,Gujarat,CERAMIC GLAZE TILES,69072300,5628,"6,19,080.00",0,18,"6,19,080.00",0,"55,717.00","55,717.00",0,"7,30,514.00"
SCT/428,5/21/2024,SANDEEP MARBLES,27ALGPC4124L1Z8,KHAMGAON,Maharashtra,CERAMIC GLAZE TILES,69072300,237,"23,700.00",83.1,18,"23,782.98","4,281.18",0,0,0,"1,29,189.00"
SCT/428,5/21/2024,SANDEEP MARBLES,27ALGPC4124L1Z8,KHAMGAON,Maharashtra,CERAMIC GLAZE TILES,69072300,854,"85,400.00",298.9,18,"85,699.02","15,425.82",0,0,0,"1,29,189.00"
SCT/429,5/21/2024,J.K. TILES AND SANITARY,29AHPPT7719M1Z6,CHITRADURGA,Karnataka,CERAMIC GLAZE TILES,69072300,3458,"2,76,640.00",968,18,"2,77,608.00","49,969.00",0,0,0,"3,27,577.00"
SCT/430,5/22/2024,KRIVA IMPEX,24ABAFK5885A1ZJ,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,320,"35,840.00",0,18,"35,840.00",0,"3,226.00","3,226.00",0,"42,292.00"
SCT/431,5/22/2024,INTERIA TILES,24AAGFI6051B1ZV,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,500,"40,000.00",0,18,"40,000.00",0,"3,599.60","3,599.60",0,"1,23,852.00"
SCT/431,5/22/2024,INTERIA TILES,24AAGFI6051B1ZV,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,812,"64,960.00",0,18,"64,960.00",0,"5,846.40","5,846.40",0,"1,23,852.00"
SCT/432,5/22/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,266,"26,600.00",-5320,18,"21,280.00",0,"1,915.60","1,915.60",0,"1,81,060.00"
SCT/432,5/22/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1652,"1,65,200.00",-33040,18,"1,32,160.00",0,"11,894.40","11,894.40",0,"1,81,060.00"
SCT/433,5/22/2024,APRICOT TILES COMPANY,24AJSPP2796D1ZS,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,199,"21,890.00",-3979.77,18,"17,910.38",0,"1,611.46","1,611.46",0,"1,68,011.00"
SCT/433,5/22/2024,APRICOT TILES COMPANY,24AJSPP2796D1ZS,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1383,"1,52,130.00",-27657.23,18,"1,24,472.62",0,"11,202.54","11,202.54",0,"1,68,011.00"
SCT/434,5/22/2024,INTERIA TILES,24AAGFI6051B1ZV,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,100,"8,000.00",0,18,"8,000.00",0,720,720,0,"9,440.00"
SCT/435,5/22/2024,RATIYA RAJESHBHAI BHIKABHAI,,PORBANDAR,Gujarat,CERAMIC GLAZE TILES,69072300,17,"1,445.00",0,18,"1,445.00",0,130.4,130.4,0,"20,161.00"
SCT/435,5/22/2024,RATIYA RAJESHBHAI BHIKABHAI,,PORBANDAR,Gujarat,CERAMIC GLAZE TILES,69072300,184,"15,640.00",0,18,"15,640.00",0,"1,407.60","1,407.60",0,"20,161.00"
SCT/436,5/23/2024,SOUDAGAR CONSTRUCTION CO,29AGUPS6204N1ZG,BIJAPUR,Karnataka,CERAMIC GLAZE TILES,69072300,1326,"92,820.00",-18304,18,"74,516.00","13,413.00",0,0,0,"87,929.00"
SCT/437,5/23/2024,SHRI GOLJU TILES SANITARY & MARBEL,05ATBPJ5102G1ZB,NAINITAL,Uttarakhand,CERAMIC GLAZE TILES,69072300,121,"12,100.00",-2386.52,18,"9,713.83","1,748.43",0,0,0,"90,467.00"
SCT/437,5/23/2024,SHRI GOLJU TILES SANITARY & MARBEL,05ATBPJ5102G1ZB,NAINITAL,Uttarakhand,CERAMIC GLAZE TILES,69072300,834,"83,400.00",-16446.48,18,"66,953.17","12,051.57",0,0,0,"90,467.00"
SCT/438,5/23/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,315,"31,500.00",-6300,18,"25,200.00",0,"2,268.00","2,268.00",0,"3,53,528.00"
SCT/438,5/23/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,3430,"3,43,000.00",-68600,18,"2,74,400.00",0,"24,696.00","24,696.00",0,"3,53,528.00"
SCT/439,5/23/2024,M/S ADESH CERAMIC,09FFOPK3417R1ZK,GORAKHPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,310,"31,000.00",-4557.81,18,"26,442.22","4,759.80",0,0,0,"1,23,499.00"
SCT/439,5/23/2024,M/S ADESH CERAMIC,09FFOPK3417R1ZK,GORAKHPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,917,"91,700.00",-13482.19,18,"78,217.78","14,079.20",0,0,0,"1,23,499.00"
SCT/440,5/24/2024,MATRU SHREE CERAMIC,27COCPK3884G1ZQ,WARDHA,Maharashtra,CERAMIC GLAZE TILES,69072300,65,"4,550.00",0,18,"4,550.00",819,0,0,0,"5,369.00"
SCT/441,5/24/2024,BRAHMANI CERAMICS,24BPQPD1458F1Z0,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,95,"8,075.00",0,18,"8,075.00",0,727,727,0,"9,529.00"
SCT/442,5/24/2024,BALAJI TILES,23FQLPM3704F1ZZ,SHAJAPUR,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,1121,"1,34,520.00",0,18,"1,34,520.00","24,214.00",0,0,0,"1,58,734.00"
SCT/443,5/24/2024,NAGRIYA BUILD SOLUTIONS,08AHBPN9796J1ZJ,CHITTORGARH,Rajasthan,CERAMIC GLAZE TILES,69072300,900,"22,500.00",79,18,"22,579.00","4,064.00",0,0,0,"26,643.00"
SCT/444,5/24/2024,SHREE JI TRADERS,08BTXPR0899H2ZL,UDAIPUR,Rajasthan,CERAMIC GLAZE TILES,69072300,52,"4,160.00",14.64,18,"4,174.56",750.94,0,0,0,"1,57,631.00"
SCT/444,5/24/2024,SHREE JI TRADERS,08BTXPR0899H2ZL,UDAIPUR,Rajasthan,CERAMIC GLAZE TILES,69072300,1612,"1,28,960.00",451.36,18,"1,29,411.44","23,294.06",0,0,0,"1,57,631.00"
SCT/445,5/24/2024,SHREE SWAMINARAYAN MOSAIC TILES,24AAHFS6254M1ZS,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1800,"1,26,000.00",0,18,"1,26,000.00",0,"11,340.00","11,340.00",0,"1,48,680.00"
SCT/446,5/24/2024,SHREE KRISHNA TILES & SANITARY STORE,08BGXPJ0681G1ZZ,RENWAL,Rajasthan,CERAMIC GLAZE TILES,69072300,2754,"2,47,860.00",868,18,"2,48,728.00","44,771.00",0,0,0,"2,93,499.00"
SCT/447,5/25/2024,TUCHBUY TILES PRIVATE LIMITED,09AAJCT2402P1ZZ,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,70,"7,000.00",-1400,18,"5,600.00","1,008.00",0,0,0,"6,608.00"
SCT/448,5/25/2024,GABU JAYSUKHBHAI SAMATBHAI,,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,55,"3,850.00",0,18,"3,850.00",0,347,347,0,"4,544.00"
SCT/449,5/25/2024,D AND J TRADING,24BYCPP8943A1ZI,JAMNAGAR,Gujarat,BROKEN TILES,69072300,15150,"4,545.00",0,18,"4,545.00",0,409,409,0,"5,363.00"
SCT/450,5/26/2024,CHAMUNDA TILES AND SANITARY WARE,24BWDPK5086Q1ZX,JAMNAGAR,Gujarat,CERAMIC GLAZE TILES,69072300,246,"6,150.00",0,18,"6,150.00",0,554,554,0,"7,258.00"
SCT/451,5/27/2024,MAKVANA RAJESHBHAI,,Ahmedabad,Gujarat,CERAMIC GLAZE TILES,69072300,120,"8,400.00",29,18,"8,429.00",0,759,759,0,"9,947.00"
SCT/452,5/27/2024,IMPERIA BUILDING PRODUCTS LLP,37AAIFI2039M1Z3,GUNTUR,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,477,"57,240.00",-2666.41,18,"54,573.98","9,823.00",0,0,0,"3,72,613.00"
SCT/452,5/27/2024,IMPERIA BUILDING PRODUCTS LLP,37AAIFI2039M1Z3,GUNTUR,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,2283,"2,73,960.00",-12759.59,18,"2,61,200.02","47,016.00",0,0,0,"3,72,613.00"
SCT/453,5/27/2024,MAHALAXMI CERAMICS,29DFRPS8652R1ZU,periyapatna,Karnataka,CERAMIC GLAZE TILES,69072300,2747,"3,29,640.00",1154,18,"3,30,794.00","59,543.00",0,0,0,"3,90,337.00"
SCT/454,5/28/2024,MODERN TILES,37CQGPM0930F1Z0,TIRUPATI,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,556,"68,088.00",237.89,18,"68,326.24","12,298.66",0,0,0,"5,01,874.00"
SCT/454,5/28/2024,MODERN TILES,37CQGPM0930F1Z0,TIRUPATI,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,2905,"3,55,746.00",1245.11,18,"3,56,990.76","64,258.34",0,0,0,"5,01,874.00"
SCT/455,5/28/2024,S V TILES AND GRANITES,29CGWPV1383B1ZS,CHIKBALLAPUR,Karnataka,CERAMIC GLAZE TILES,69072300,212,"21,200.00",-4180.6,18,"17,019.36","3,063.36",0,0,0,"2,28,016.00"
SCT/455,5/28/2024,S V TILES AND GRANITES,29CGWPV1383B1ZS,CHIKBALLAPUR,Karnataka,CERAMIC GLAZE TILES,69072300,2195,"2,19,500.00",-43285.4,18,"1,76,214.64","31,718.64",0,0,0,"2,28,016.00"
SCT/456,5/28/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,109,"10,900.00",-2180,18,"8,720.00",0,785,785,0,"1,50,474.00"
SCT/456,5/28/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,1485,"1,48,500.00",-29700,18,"1,18,800.00",0,"10,692.00","10,692.00",0,"1,50,474.00"
SCT/457,5/28/2024,ELITE GRANITES AND MARBLES,36ADCPI1568A1Z1,MAHABOOBNAGAR,Telangana,CERAMIC GLAZE TILES,69072300,179,"17,900.00",-3529.84,18,"14,370.13","2,586.90",0,0,0,"1,33,286.00"
SCT/457,5/28/2024,ELITE GRANITES AND MARBLES,36ADCPI1568A1Z1,MAHABOOBNAGAR,Telangana,CERAMIC GLAZE TILES,69072300,1228,"1,22,800.00",-24216.16,18,"98,583.87","17,745.10",0,0,0,"1,33,286.00"
SCT/458,5/29/2024,R WORLD CERAMIC,24DJFPM5835J1ZY,MORBI ,Gujarat,CERAMIC GLAZE TILES,69072300,140,"14,000.00",-2800,18,"11,200.00",0,"1,008.00","1,008.00",0,"76,464.00"
SCT/458,5/29/2024,R WORLD CERAMIC,24DJFPM5835J1ZY,MORBI ,Gujarat,CERAMIC GLAZE TILES,69072300,670,"67,000.00",-13400,18,"53,600.00",0,"4,824.00","4,824.00",0,"76,464.00"
SCT/459,5/29/2024,R WORLD CERAMIC,24DJFPM5835J1ZY,MORBI ,Gujarat,CERAMIC GLAZE TILES,69072300,110,"11,000.00",-2200,18,"8,800.00",0,792,792,0,"69,384.00"
SCT/459,5/29/2024,R WORLD CERAMIC,24DJFPM5835J1ZY,MORBI ,Gujarat,CERAMIC GLAZE TILES,69072300,625,"62,500.00",-12500,18,"50,000.00",0,"4,500.00","4,500.00",0,"69,384.00"
SCT/460,5/29/2024,JASMIN CERAMIC GALLERY,27EJWPK5649J1Z8,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,65,"3,900.00",-1290.16,18,"2,609.33",470.18,0,0,0,"18,143.00"
SCT/460,5/29/2024,JASMIN CERAMIC GALLERY,27EJWPK5649J1Z8,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,318,"19,080.00",-6314.84,18,"12,765.67","2,297.82",0,0,0,"18,143.00"
SCT/461,5/29/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2804,"2,80,400.00",-56080,18,"2,24,320.00",0,"20,189.00","20,189.00",0,"2,64,698.00"
SCT/462,5/29/2024,RAHUL TILES HOUSE,08ABDPT7249N1ZV,SIKAR,Rajasthan,CERAMIC GLAZE TILES,69072300,2800,"1,26,000.00",441,18,"1,26,441.00","22,759.00",0,0,0,"1,49,200.00"
SCT/463,5/30/2024,MORI YUVRAJSINH B.,,SURENDRANAGAR,Gujarat,CERAMIC GLAZE TILES,69072300,187,"15,895.00",0,18,"15,895.00",0,"1,431.00","1,431.00",0,"18,757.00"
SCT/464,5/30/2024,DECORA,19FPYPS4855D1ZX,JALPAIGURI,West Bengal,CERAMIC GLAZE TILES,69072300,633,"75,960.00",266.26,18,"76,225.92","13,720.59",0,0,0,"5,93,960.00"
SCT/464,5/30/2024,DECORA,19FPYPS4855D1ZX,JALPAIGURI,West Bengal,CERAMIC GLAZE TILES,69072300,3547,"4,25,640.00",1489.74,18,"4,27,130.08","76,883.41",0,0,0,"5,93,960.00"
SCT/465,5/31/2024,LUCERA CERAMIC,24ELZPK8375L1ZY,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,4127,"1,85,715.00",0,18,"1,85,715.00",0,"16,714.00","16,714.00",0,"2,19,143.00"
SCT/466,5/31/2024,GROW CERAMIC,24DKHPB1615L1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,44,"3,080.00",0,18,"3,080.00",0,277,277,0,"3,634.00"
SCT/467,5/31/2024,RIGA SANITARYWARE,24AAYFK9174B1ZX,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,4099,"1,84,455.00",0,18,"1,84,455.00",0,"16,601.00","16,601.00",0,"2,17,657.00"
SCT/469,06 January 2024,RATHOD CHIRAG PRAVINBHAI,,Rajkot,Gujarat,CERAMIC GLAZE TILES,69072300,71,"5,680.00",20.16,18,"5,700.15",0,513.32,513.32,0,"7,011.00"
SCT/469,06 January 2024,RATHOD CHIRAG PRAVINBHAI,,Rajkot,Gujarat,CERAMIC GLAZE TILES,69072300,3,240,0.84,18,240.85,0,21.68,21.68,0,"7,011.00"
SCT/471,06 January 2024,LAXMI PLYWOOD HARDWARE,29CIOPS4404C2Z3,"Belagavi	",Karnataka,CERAMIC GLAZE TILES,69072300,183,"14,640.00",51.6,18,"14,691.52","2,644.21",0,0,0,"22,546.00"
SCT/471,06 January 2024,LAXMI PLYWOOD HARDWARE,29CIOPS4404C2Z3,"Belagavi	",Karnataka,CERAMIC GLAZE TILES,69072300,55,"4,400.00",15.4,18,"4,415.48",794.79,0,0,0,"22,546.00"
SCT/470,06 January 2024,AMAIRA CERAMICS,37ACTPL4238J1Z1,GUNTUR,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,2505,"2,85,570.00",999.95,18,"2,86,569.87","51,583.08",0,0,0,"4,12,263.00"
SCT/470,06 January 2024,AMAIRA CERAMICS,37ACTPL4238J1Z1,GUNTUR,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,549,"62,586.00",219.05,18,"62,805.13","11,304.92",0,0,0,"4,12,263.00"
SCT/472,06 January 2024,SHREE BAJRANG TILES,24AEKPP4713M1Z7,VADODARA,Gujarat,CERAMIC GLAZE TILES,69072300,102,"8,160.00",0,18,"8,160.00",0,734,734,0,"9,628.00"
SCT/473,06 March 2024,AMBIKA TILES AND TAPS,08AAKHS2165N1ZJ,SUMERPUR,Rajasthan,CERAMIC GLAZE TILES,69072300,140,"16,100.00",56,18,"16,156.00","2,908.00",0,0,0,"19,064.00"
SCT/474,06 March 2024,J VIT TILES,24CLXPP3873L1Z4,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1000,"25,000.00",0,18,"25,000.00",0,"2,250.00","2,250.00",0,"29,500.00"
SCT/475,06 March 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1044,"26,100.00",0,18,"26,100.00",0,"2,349.00","2,349.00",0,"30,798.00"
SCT/476,06 March 2024,RD CERA,24ABEFR9747C1Z3,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,100,"8,000.00",0,18,"8,000.00",0,720,720,0,"9,440.00"
SCT/477,06 April 2024,HELICON INTERNATIONAL,24AAKFH9829A1ZE,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,181,"18,100.00",-3620,18,"14,480.00",0,"1,303.40","1,303.40",0,"1,06,106.00"
SCT/477,06 April 2024,HELICON INTERNATIONAL,24AAKFH9829A1ZE,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,943,"94,300.00",-18860,18,"75,440.00",0,"6,789.60","6,789.60",0,"1,06,106.00"
SCT/478,06 April 2024,TILE WORLD,37AAKFT6313M1ZP,VIJAYAWADA,Andhra Pradesh (New),CERAMIC GLAZE TILES,69072300,60,"5,400.00",19,18,"5,419.00",975,0,0,0,"6,394.00"
SCT/479,06 April 2024,CHAMUNDA TILES AND SANITARY WARE,24BWDPK5086Q1ZX,JAMNAGAR,Gujarat,CERAMIC GLAZE TILES,69072300,1009,"25,225.00",0,18,"25,225.00",0,"2,270.00","2,270.00",0,"29,765.00"
SCT/480,06 April 2024,HIRALAL LAKMANBHAI KANZARIYA,,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,142,"11,360.00",0,18,"11,360.00",0,"1,022.00","1,022.00",0,"13,404.00"
SCT/481,06 May 2024,ROYAL CERAMIC MALL,23AAKFR8270R1ZE,UJJAIN,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,456,"34,200.00",119.44,18,"34,319.67","6,177.72",0,0,0,"3,12,699.00"
SCT/481,06 May 2024,ROYAL CERAMIC MALL,23AAKFR8270R1ZE,UJJAIN,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,3065,"2,29,875.00",804.56,18,"2,30,679.33","41,522.28",0,0,0,"3,12,699.00"
SCT/482,06 May 2024,MEXON CERAMIC,24ACGPL0857Q1Z6,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,270,"18,900.00",0,18,"18,900.00",0,"1,701.00","1,701.00",0,"22,302.00"
SCT/483,06 May 2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,354,"28,320.00",99.04,18,"28,419.11","5,115.62",0,0,0,"2,09,449.00"
SCT/483,06 May 2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,1857,"1,48,560.00",519.96,18,"1,49,079.89","26,834.38",0,0,0,"2,09,449.00"
SCT/484,06 June 2024,REGAL CERAMICA,24DXYPB2455L1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,100,"8,000.00",0,18,"8,000.00",0,720,720,0,"9,440.00"
SCT/485,06 June 2024,BALAJI INTERNATIONAL,24AOKPH3497N1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,250,"18,750.00",0,18,"18,750.00",0,"1,688.00","1,688.00",0,"22,126.00"
SCT/486,06 June 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1021,"25,525.00",0,18,"25,525.00",0,"2,297.00","2,297.00",0,"30,119.00"
SCT/487,06 June 2024,BRAHMANI CERAMICS,24BPQPD1458F1Z0,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,219,"17,520.00",0,18,"17,520.00",0,"1,577.00","1,577.00",0,"20,674.00"
SCT/488,06 June 2024,LAMESA CERAMICA,24AAKFL2681C1ZI,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,651,"52,080.00",0,18,"52,080.00",0,"4,686.75","4,686.75",0,"1,07,149.00"
SCT/488,06 June 2024,LAMESA CERAMICA,24AAKFL2681C1ZI,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1549,"38,725.00",0,18,"38,725.00",0,"3,485.25","3,485.25",0,"1,07,149.00"
SCT/468,5/31/2024,RUBY INTERNATIONAL,24CKFPD4835H1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,50,"1,250.00",0,18,"1,250.00",0,113,113,0,"1,476.00"
SCT/489,06 July 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,985,"24,625.00",0,18,"24,625.00",0,"2,216.00","2,216.00",0,"29,057.00"
SCT/490,06 July 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,117,"8,190.00",0,18,"8,190.00",0,736.8,736.8,0,"1,71,064.00"
SCT/490,06 July 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,1954,"1,36,780.00",0,18,"1,36,780.00",0,"12,310.20","12,310.20",0,"1,71,064.00"
SCT/491,06 August 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1025,"25,625.00",0,18,"25,625.00",0,"2,306.00","2,306.00",0,"30,237.00"
SCT/492,06 September 2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,1335,"1,06,800.00",373.8,18,"1,07,173.80","19,291.46",0,0,0,"1,34,991.00"
SCT/492,06 September 2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,90,"7,200.00",25.2,18,"7,225.20","1,300.54",0,0,0,"1,34,991.00"
SCT/493,06 September 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,183,"14,640.00",0,18,"14,640.00",0,"1,317.60","1,317.60",0,"17,936.00"
SCT/493,06 September 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,7,560,0,18,560,0,50.4,50.4,0,"17,936.00"
SCT/494,06 October 2024,S P MARKETING,24AOYPB3050K1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1032,"25,800.00",0,18,"25,800.00",0,"2,322.00","2,322.00",0,"30,444.00"
SCT/495,06 October 2024,MAKVANA  ISHVARBHAI DADUBHAI,,BORALA,Gujarat,CERAMIC GLAZE TILES,69072300,205,"12,300.00",0,18,"12,300.00",0,"1,106.60","1,106.60",0,"15,292.00"
SCT/495,06 October 2024,MAKVANA  ISHVARBHAI DADUBHAI,,BORALA,Gujarat,CERAMIC GLAZE TILES,69072300,11,660,0,18,660,0,59.4,59.4,0,"15,292.00"
SCT/497,06 November 2024,RG CERAMIC,24HNZPK5027E1ZN,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,239,"28,680.00",0,18,"28,680.00",0,"2,581.40","2,581.40",0,"3,64,054.00"
SCT/497,06 November 2024,RG CERAMIC,24HNZPK5027E1ZN,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,2332,"2,79,840.00",0,18,"2,79,840.00",0,"25,185.60","25,185.60",0,"3,64,054.00"
SCT/498,06 November 2024,KUMAWAT TILES,08AQRPK4348Q1ZV,BEGUN,Rajasthan,CERAMIC GLAZE TILES,69072300,1375,"61,875.00",216.13,18,"62,091.18","11,176.85",0,0,0,"83,712.00"
SCT/498,06 November 2024,KUMAWAT TILES,08AQRPK4348Q1ZV,BEGUN,Rajasthan,CERAMIC GLAZE TILES,69072300,196,"8,820.00",30.87,18,"8,850.82","1,593.15",0,0,0,"83,712.00"
SCT/499,06 November 2024,KUV CERAMIC,24BQGPK2907R1ZG,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1016,"35,560.00",0,18,"35,560.00",0,"3,200.00","3,200.00",0,"41,960.00"
SCT/500,06 November 2024,SONDARVA MANISHABEN DHIRUBHAI,,JUNAGADH,Gujarat,CERAMIC GLAZE TILES,69072300,60,"4,200.00",15,18,"4,215.00",0,379,379,0,"4,973.00"
SCT/501,06 November 2024,KHAN ENTERPRISES,27BMRPK2985E1ZK,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,2814,"2,25,120.00",787.72,18,"2,25,907.73","40,662.99",0,0,0,"2,80,875.00"
SCT/501,06 November 2024,KHAN ENTERPRISES,27BMRPK2985E1ZK,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,151,"12,080.00",42.28,18,"12,122.27","2,182.01",0,0,0,"2,80,875.00"
SCT/502,06 December 2024,DALIP KUMAR ABROL,01AIXPK2829E1ZA,KATHUA,Jammu And Kashmir,CERAMIC GLAZE TILES,69072300,47,"3,525.00",12.81,18,"3,537.34",636.9,0,0,0,"2,70,160.00"
SCT/502,06 December 2024,DALIP KUMAR ABROL,01AIXPK2829E1ZA,KATHUA,Jammu And Kashmir,CERAMIC GLAZE TILES,69072300,2995,"2,24,625.00",786.19,18,"2,25,411.66","40,574.10",0,0,0,"2,70,160.00"
SCT/503,06 December 2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,700,"52,500.00",0,18,"52,500.00",0,"4,725.00","4,725.00",0,"61,950.00"
SCT/504,06 December 2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,15,"1,200.00",4,18,"1,204.00",217,0,0,0,"1,421.00"
SCT/505,6/13/2024,JANTA TRADERS,05AIFPF9519E1ZG,HARIDWAR,Uttarakhand,CERAMIC GLAZE TILES,69072300,197,"13,790.00",0,18,"13,790.00","2,482.60",0,0,0,"3,37,917.00"
SCT/505,6/13/2024,JANTA TRADERS,05AIFPF9519E1ZG,HARIDWAR,Uttarakhand,CERAMIC GLAZE TILES,69072300,3894,"2,72,580.00",0,18,"2,72,580.00","49,064.40",0,0,0,"3,37,917.00"
SCT/506,6/13/2024,ROYAL CERAMIC MALL,23AAKFR8270R1ZE,UJJAIN,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,2914,"2,18,550.00",765.37,18,"2,19,315.30","39,477.05",0,0,0,"3,09,414.00"
SCT/506,6/13/2024,ROYAL CERAMIC MALL,23AAKFR8270R1ZE,UJJAIN,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,570,"42,750.00",149.63,18,"42,899.70","7,721.95",0,0,0,"3,09,414.00"
SCT/507,6/13/2024,BAGTARIYA NILESH DHIRAJLAL,,Rajkot,Gujarat,CERAMIC GLAZE TILES,69072300,54,"1,350.00",0,18,"1,350.00",0,122,122,0,"2,184.00"
SCT/507,6/13/2024,BAGTARIYA NILESH DHIRAJLAL,,Rajkot,Gujarat,CERAMIC GLAZE TILES,69072300,20,500,0,18,500,0,45,45,0,"2,184.00"
SCT/508,6/13/2024,NAVEEN ENTERPRISES,06BUQPS3492B1ZB,REWARI,Haryana,CERAMIC GLAZE TILES,69072300,3986,"2,19,230.00",0,18,"2,19,230.00","39,461.00",0,0,0,"2,58,691.00"
SCT/509,6/13/2024,MELDY CERAMIKA,24ABRFM0673K1ZV,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2100,"7,60,200.00",0,18,"7,60,200.00",0,"68,418.00","68,418.00",0,"8,97,036.00"
SCT/510,6/13/2024,DEV TRADERS,23GONPS2359M1Z6,SEHORE,Madhya Pradesh,CERAMIC GLAZE TILES,69072300,1300,"1,04,000.00",364,18,"1,04,364.00","18,786.00",0,0,0,"1,23,150.00"
