Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SCT/1,4/1/2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,1279,"153,480.00",-10222,18.00,"143,258.00","25,786.00",0.00,0.00,0.00,"169,044.00"
SCT/2,4/1/2024,TERENZA TILES LLP,24AARFT9990P1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,260,"31,200.00",0,18.00,"31,200.00",0.00,"2,808.20","2,808.20",0.00,"205,462.00"
SCT/2,4/1/2024,TERENZA TILES LLP,24AARFT9990P1ZU,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1191,"142,920.00",0,18.00,"142,920.00",0.00,"12,862.80","12,862.80",0.00,"205,462.00"
SCT/3,4/1/2024,KHUSH MARBLE & SANITARY,08CJCPC0186J1ZC,PUNALI,Rajasthan,BROKEN TILES,69072300,3737,"1,121.00",0,18.00,"1,121.00",201.40,0.00,0.00,0.00,"36,864.00"
SCT/3,4/1/2024,KHUSH MARBLE & SANITARY,08CJCPC0186J1ZC,PUNALI,Rajasthan,CERAMIC GLAZE TILES,69072300,251,"30,120.00",0,18.00,"30,120.00","5,421.60",0.00,0.00,0.00,"36,864.00"
SCT/4,4/1/2024,GUDLANARVA BALARAJU,,MAHBUBNAGAR,Telangana,CERAMIC GLAZE TILES,69072300,229,"27,480.00",0,18.00,"27,480.00","4,946.60",0.00,0.00,0.00,"296,369.00"
SCT/4,4/1/2024,GUDLANARVA BALARAJU,,MAHBUBNAGAR,Telangana,CERAMIC GLAZE TILES,69072300,1864,"223,680.00",0,18.00,"223,680.00","40,262.40",0.00,0.00,0.00,"296,369.00"
SCT/5,4/1/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,1620,"194,400.00",0,18.00,"194,400.00",0.00,"17,496.00","17,496.00",0.00,"229,392.00"
SCT/6,4/1/2024,NAVKAR CERAMICS,27AJYPJ5721G1ZT,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,200,"24,000.00",-1625.1,18.00,"22,375.18","4,027.87",0.00,0.00,0.00,"386,140.00"
SCT/6,4/1/2024,NAVKAR CERAMICS,27AJYPJ5721G1ZT,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,2725,"327,000.00",-22137.9,18.00,"304,861.82","54,875.13",0.00,0.00,0.00,"386,140.00"
SCT/7,4/1/2024,SHOAIB ENTERPRISES,09CRZPK3613H1ZA,BAREILLY,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2986,"268,740.00",-134370,18.00,"134,370.00","24,187.00",0.00,0.00,0.00,"158,557.00"
SCT/8,4/1/2024,BHOOMI TILES AND STONE,27AHGPG5644M2ZZ,NAGPUR,Maharashtra,CERAMIC GLAZE TILES,69072300,580,"69,600.00",-4788.85,18.00,"64,811.46","11,666.14",0.00,0.00,0.00,"447,921.00"
SCT/8,4/1/2024,BHOOMI TILES AND STONE,27AHGPG5644M2ZZ,NAGPUR,Maharashtra,CERAMIC GLAZE TILES,69072300,2817,"338,040.00",-23257.15,18.00,"314,782.54","56,660.86",0.00,0.00,0.00,"447,921.00"
SCT/9,4/1/2024,SHREE GANESH TILES,29AXHPV6112E1ZB,BENGALURU,Karnataka,CERAMIC GLAZE TILES,69072300,491,"58,920.00",0,18.00,"58,920.00","10,605.80",0.00,0.00,0.00,"576,737.00"
SCT/9,4/1/2024,SHREE GANESH TILES,29AXHPV6112E1ZB,BENGALURU,Karnataka,CERAMIC GLAZE TILES,69072300,3582,"429,840.00",0,18.00,"429,840.00","77,371.20",0.00,0.00,0.00,"576,737.00"
SCT/10,4/1/2024,SHREE CERA TILES,24AESFS2810Q1ZF,LALPAR,Gujarat,CERAMIC GLAZE TILES,69072300,611,"73,320.00",-6107.17,18.00,"67,212.52",0.00,"6,049.36","6,049.36",0.00,"409,405.00"
SCT/10,4/1/2024,SHREE CERA TILES,24AESFS2810Q1ZF,LALPAR,Gujarat,CERAMIC GLAZE TILES,69072300,2543,"305,160.00",-25419.83,18.00,"279,740.48",0.00,"25,176.64","25,176.64",0.00,"409,405.00"
SCT/11,4/1/2024,ADMART GRANITO,24ABZFA4765G1ZZ,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,79,"9,480.00",0,18.00,"9,480.00",0.00,853.40,853.40,0.00,"230,950.00"
SCT/11,4/1/2024,ADMART GRANITO,24ABZFA4765G1ZZ,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1552,"186,240.00",0,18.00,"186,240.00",0.00,"16,761.60","16,761.60",0.00,"230,950.00"
SCT/12,4/2/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,171,"20,520.00",-1709.74,18.00,"18,810.64",0.00,"1,693.03","1,693.03",0.00,"241,047.00"
SCT/12,4/2/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1686,"202,320.00",-16853.26,18.00,"185,466.36",0.00,"16,691.97","16,691.97",0.00,"241,047.00"
SCT/13,4/2/2024,SAI UDYOG,02BMFPD9863G1Z4,HAMIRPUR,Himachal Pradesh,CERAMIC GLAZE TILES,69072300,438,"52,560.00",-4378.06,18.00,"48,181.79","8,673.10",0.00,0.00,0.00,"286,220.00"
SCT/13,4/2/2024,SAI UDYOG,02BMFPD9863G1Z4,HAMIRPUR,Himachal Pradesh,CERAMIC GLAZE TILES,69072300,486,"58,320.00",-4858.06,18.00,"53,461.98","9,623.16",0.00,0.00,0.00,"286,220.00"
SCT/13,4/2/2024,SAI UDYOG,02BMFPD9863G1Z4,HAMIRPUR,Himachal Pradesh,CERAMIC GLAZE TILES,69072300,1281,"153,720.00",-12804.88,18.00,"140,915.23","25,364.74",0.00,0.00,0.00,"286,220.00"
SCT/14,4/2/2024,DEEPAK TRADERS,09AWQPS5685P1Z2,GOLA GOKRANNATH,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,243,"29,160.00",-2428.89,18.00,"26,730.98","4,811.62",0.00,0.00,0.00,"385,001.00"
SCT/14,4/2/2024,DEEPAK TRADERS,09AWQPS5685P1Z2,GOLA GOKRANNATH,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2723,"326,760.00",-27219.11,18.00,"299,541.02","53,917.38",0.00,0.00,0.00,"385,001.00"
SCT/15,4/2/2024,SHREE RADHE KRISHNA TILES AND SANITARY WARE,06BIEPK0384A1ZS,GURGAON,Haryana,CERAMIC GLAZE TILES,69072300,3482,"417,840.00",-14666,18.00,"403,174.00","72,571.00",0.00,0.00,0.00,"475,745.00"
SCT/16,4/2/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,487,"58,440.00",-4867.67,18.00,"53,572.02",0.00,"4,821.08","4,821.08",0.00,"312,180.00"
SCT/16,4/2/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1918,"230,160.00",-19172.33,18.00,"210,987.98",0.00,"18,988.92","18,988.92",0.00,"312,180.00"
SCT/17,4/2/2024,HOUSE OF CERAMIC,09MRIPS5542J1ZW,JAUNPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,351,"42,120.00",0,18.00,"42,120.00","7,581.60",0.00,0.00,0.00,"580,560.00"
SCT/17,4/2/2024,HOUSE OF CERAMIC,09MRIPS5542J1ZW,JAUNPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3749,"449,880.00",0,18.00,"449,880.00","80,978.40",0.00,0.00,0.00,"580,560.00"
SCT/18,4/2/2024,RAJ LAXMI TRADING,08BHVPS3814D1ZZ,AJMER,Rajasthan,CERAMIC GLAZE TILES,69072300,203,"24,360.00",-1218,18.00,"23,142.00","4,165.20",0.00,0.00,0.00,"258,009.00"
SCT/18,4/2/2024,RAJ LAXMI TRADING,08BHVPS3814D1ZZ,AJMER,Rajasthan,CERAMIC GLAZE TILES,69072300,1715,"205,800.00",-10290,18.00,"195,510.00","35,191.80",0.00,0.00,0.00,"258,009.00"
SCT/19,4/2/2024,D AND J TRADING,24BYCPP8943A1ZI,JAMNAGAR,Gujarat,BROKEN TILES,69072300,10100,"3,030.00",0,18.00,"3,030.00",0.00,273.00,273.00,0.00,"3,576.00"
SCT/20,4/2/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,423,"50,760.00",-3386,18.00,"47,374.00",0.00,"4,264.00","4,264.00",0.00,"55,902.00"
SCT/21,4/2/2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,3386,"406,320.00",-27061,18.00,"379,259.00","68,267.00",0.00,0.00,0.00,"447,526.00"
SCT/22,4/2/2024,GUJRAT TILES COPORATION,19HJAPS3984P1Z2,DURGAPUR,West Bengal,CERAMIC GLAZE TILES,69072300,380,"45,600.00",0,18.00,"45,600.00","8,207.60",0.00,0.00,0.00,"570,506.00"
SCT/22,4/2/2024,GUJRAT TILES COPORATION,19HJAPS3984P1Z2,DURGAPUR,West Bengal,CERAMIC GLAZE TILES,69072300,3649,"437,880.00",0,18.00,"437,880.00","78,818.40",0.00,0.00,0.00,"570,506.00"
SCT/23,4/2/2024,J & J MARKETING,24AGVPJ3863D1Z8,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,612,"73,440.00",-6117.75,18.00,"67,322.41",0.00,"6,058.94","6,058.94",0.00,"395,904.00"
SCT/23,4/2/2024,J & J MARKETING,24AGVPJ3863D1Z8,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2438,"292,560.00",-24370.25,18.00,"268,189.59",0.00,"24,137.06","24,137.06",0.00,"395,904.00"
SCT/24,4/2/2024,M/S RAJ GHARANA MARBLE ENTERPRISES,09AFEPJ9239B1ZH,VARANASI,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,238,"28,560.00",0,18.00,"28,560.00","5,141.00",0.00,0.00,0.00,"217,781.00"
SCT/24,4/2/2024,M/S RAJ GHARANA MARBLE ENTERPRISES,09AFEPJ9239B1ZH,VARANASI,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,1300,"156,000.00",0,18.00,"156,000.00","28,080.00",0.00,0.00,0.00,"217,781.00"
SCT/25,4/3/2024,STORA CERAMIC,24AEEFS1077B1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,901,"108,120.00",-7244,18.00,"100,876.00",0.00,"9,079.00","9,079.00",0.00,"119,034.00"
SCT/26,4/3/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,316,"37,920.00",-2529.02,18.00,"35,390.77",0.00,"3,185.27","3,185.27",0.00,"338,318.00"
SCT/26,4/3/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,2244,"269,280.00",-17960.98,18.00,"251,319.23",0.00,"22,618.73","22,618.73",0.00,"338,318.00"
SCT/27,4/3/2024,VASIRUDIN A LATEEF,10AERPL8684C1ZC,MOTIPUR,Bihar,CERAMIC GLAZE TILES,69072300,259,"31,080.00",-1225.01,18.00,"29,855.39","5,373.63",0.00,0.00,0.00,"271,769.00"
SCT/27,4/3/2024,VASIRUDIN A LATEEF,10AERPL8684C1ZC,MOTIPUR,Bihar,CERAMIC GLAZE TILES,69072300,1739,"208,680.00",-8221.99,18.00,"200,457.61","36,082.37",0.00,0.00,0.00,"271,769.00"
SCT/28,4/3/2024,TUCHBUY TILES PRIVATE LIMITED,09AAJCT2402P1ZZ,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,303,"36,360.00",-3028.55,18.00,"33,331.23","5,999.76",0.00,0.00,0.00,"544,012.00"
SCT/28,4/3/2024,TUCHBUY TILES PRIVATE LIMITED,09AAJCT2402P1ZZ,LUCKNOW,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3888,"466,560.00",-38864.45,18.00,"427,695.77","76,985.24",0.00,0.00,0.00,"544,012.00"
SCT/29,4/3/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,135,"16,200.00",-1349.28,18.00,"14,850.56",0.00,"1,336.79","1,336.79",0.00,"124,094.00"
SCT/29,4/3/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,821,"98,520.00",-8206.72,18.00,"90,313.44",0.00,"8,128.21","8,128.21",0.00,"124,094.00"
SCT/30,4/3/2024,SHRI GANPATI TRADERS,22BSBPA8486J1ZP,KORBA,Chattisgarh,CERAMIC GLAZE TILES,69072300,282,"33,840.00",-1972.8,18.00,"31,867.14","5,735.77",0.00,0.00,0.00,"264,289.00"
SCT/30,4/3/2024,SHRI GANPATI TRADERS,22BSBPA8486J1ZP,KORBA,Chattisgarh,CERAMIC GLAZE TILES,69072300,1700,"204,000.00",-11893.2,18.00,"192,106.86","34,579.23",0.00,0.00,0.00,"264,289.00"
SCT/31,4/3/2024,RUBY INTERNATIONAL,24CKFPD4835H1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,18,"2,160.00",0,18.00,"2,160.00",0.00,194.60,194.60,0.00,"15,010.00"
SCT/31,4/3/2024,RUBY INTERNATIONAL,24CKFPD4835H1ZD,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,88,"10,560.00",0,18.00,"10,560.00",0.00,950.40,950.40,0.00,"15,010.00"
SCT/32,4/3/2024,VRINDAVAN TRADING COMPANY,09BLAPK0188F1Z8,GAUTAM BUDH NAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,5292,"635,040.00",-190512,18.00,"444,528.00","80,015.00",0.00,0.00,0.00,"524,543.00"
SCT/33,4/3/2024,SUPER TILES MORBI,09AIDPF8950H1Z3,KUNDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,150,"18,000.00",-5400,18.00,"12,600.00","2,268.36",0.00,0.00,0.00,"406,095.00"
SCT/33,4/3/2024,SUPER TILES MORBI,09AIDPF8950H1Z3,KUNDA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3947,"473,640.00",-142092,18.00,"331,548.00","59,678.64",0.00,0.00,0.00,"406,095.00"
SCT/34,4/4/2024,VISION CERAMIC,24BSXPM2145Q1ZX,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1069,"53,450.00",0,18.00,"53,450.00",0.00,"4,811.00","4,811.00",0.00,"63,072.00"
SCT/35,4/4/2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,646,"77,520.00",271.8,18.00,"77,791.40","14,002.75",0.00,0.00,0.00,"607,128.00"
SCT/35,4/4/2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,200,"5,000.00",17.5,18.00,"5,017.50",903.15,0.00,0.00,0.00,"607,128.00"
SCT/35,4/4/2024,LAKSHMI CERAMICS,27BBWPS1446Q1ZJ,NASHIK,Maharashtra,CERAMIC GLAZE TILES,69072300,3585,"430,200.00",1505.7,18.00,"431,706.10","77,707.10",0.00,0.00,0.00,"607,128.00"
SCT/36,4/4/2024,SAHARA GRANITE AND TILES,27DCCPS3656B1ZM,AURANGABAD,Maharashtra,CERAMIC GLAZE TILES,69072300,30,"3,600.00",252,18.00,"3,852.00",693.00,0.00,0.00,0.00,"4,545.00"
SCT/37,4/4/2024,SHOAIB ENTERPRISES,09CRZPK3613H1ZA,BAREILLY,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,234,"5,850.00",0,18.00,"5,850.00","1,053.00",0.00,0.00,0.00,"6,903.00"
SCT/38,4/4/2024,NIKHIL CERAMICS,27AAAPN4105D1ZA,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,125,"15,000.00",0,18.00,"15,000.00","2,700.00",0.00,0.00,0.00,"17,700.00"
SCT/39,4/4/2024,MBB CERAMIC TILES,27AQOPL2706L1ZH,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,128,"15,360.00",-1279.96,18.00,"14,080.49","2,534.31",0.00,0.00,0.00,"372,409.00"
SCT/39,4/4/2024,MBB CERAMIC TILES,27AQOPL2706L1ZH,THANE,Maharashtra,CERAMIC GLAZE TILES,69072300,2741,"328,920.00",-27399.04,18.00,"301,520.51","54,273.69",0.00,0.00,0.00,"372,409.00"
SCT/40,4/4/2024,CHAMUNDA PIPE & SANI TATION,27AGMPD9081A1ZH,MUMBAI,Maharashtra,CERAMIC GLAZE TILES,69072300,1522,"182,640.00",0,18.00,"182,640.00","32,875.00",0.00,0.00,0.00,"215,515.00"
SCT/41,4/4/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,259,"31,080.00",-2588.78,18.00,"28,491.06",0.00,"2,563.93","2,563.93",0.00,"245,574.00"
SCT/41,4/4/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,201,"5,025.00",-418.58,18.00,"4,606.42",0.00,414.58,414.58,0.00,"245,574.00"
SCT/41,4/4/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1591,"190,920.00",-15903.64,18.00,"175,016.52",0.00,"15,751.49","15,751.49",0.00,"245,574.00"
SCT/42,4/4/2024,SHEKH ASHOKBHAI DHANJIBHAI,,JASDAN,Gujarat,CERAMIC GLAZE TILES,69072300,21,"3,045.00",0,18.00,"3,045.00",0.00,273.65,273.65,0.00,"35,588.00"
SCT/42,4/4/2024,SHEKH ASHOKBHAI DHANJIBHAI,,JASDAN,Gujarat,CERAMIC GLAZE TILES,69072300,187,"27,115.00",0,18.00,"27,115.00",0.00,"2,440.35","2,440.35",0.00,"35,588.00"
SCT/43,4/4/2024,DEV CORPORATION,24AATFD4074E1ZE,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,198,"23,760.00",-974,18.00,"22,786.00",0.00,"2,051.00","2,051.00",0.00,"26,888.00"
SCT/44,4/4/2024,M/S ADESH CERAMIC,09FFOPK3417R1ZK,GORAKHPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,336,"40,320.00",-3358.42,18.00,"36,961.38","6,653.43",0.00,0.00,0.00,"284,273.00"
SCT/44,4/4/2024,M/S ADESH CERAMIC,09FFOPK3417R1ZK,GORAKHPUR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,1854,"222,480.00",-18532.58,18.00,"203,947.62","36,710.57",0.00,0.00,0.00,"284,273.00"
SCT/45,4/4/2024,CHUNNI LAL REGAR,,BHILWARA,Rajasthan,BROKEN TILES,69072300,20200,"6,060.00",0,18.00,"6,060.00","1,091.00",0.00,0.00,0.00,"7,151.00"
SCT/46,4/4/2024,THAKUR JI TRADERS,09ALWPT0655P1ZX,MEERUT,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,4113,"493,560.00",0,18.00,"493,560.00","88,841.00",0.00,0.00,0.00,"582,401.00"
SCT/47,4/5/2024,STORA CERAMIC,24AEEFS1077B1ZF,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2079,"249,480.00",-20782,18.00,"228,698.00",0.00,"20,583.00","20,583.00",0.00,"269,864.00"
SCT/48,4/5/2024,SIKO BUILDING MART,09AACFE5256E1ZK,SHIKOHABAD,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,102,"2,550.00",-211.96,18.00,"2,337.59",420.75,0.00,0.00,0.00,"358,294.00"
SCT/48,4/5/2024,SIKO BUILDING MART,09AACFE5256E1ZK,SHIKOHABAD,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,2739,"328,680.00",-27379.04,18.00,"301,301.41","54,234.25",0.00,0.00,0.00,"358,294.00"
SCT/49,4/5/2024,MORBI CERAMIC WORLD,24ABLFM7071R1ZH,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1479,"177,480.00",0,18.00,"177,480.00",0.00,"15,973.00","15,973.00",0.00,"209,426.00"
SCT/50,4/5/2024,JAI JI TRADERS,01BMEPS0902C1ZU,RAJOURI,Jammu And Kashmir,CERAMIC GLAZE TILES,69072300,3307,"396,840.00",-33057,18.00,"363,783.00","65,481.00",0.00,0.00,0.00,"429,264.00"
SCT/51,4/5/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,50,"6,000.00",-500.23,18.00,"5,500.17",0.00,494.55,494.55,0.00,"111,371.00"
SCT/51,4/5/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,808,"96,960.00",-8076.77,18.00,"88,882.83",0.00,"7,999.45","7,999.45",0.00,"111,371.00"
SCT/52,4/5/2024,KASHTBHANJAN CERAMIC,27AZGPD3015M1ZH,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,270,"32,400.00",-2699.18,18.00,"29,701.05","5,345.95",0.00,0.00,0.00,"268,176.00"
SCT/52,4/5/2024,KASHTBHANJAN CERAMIC,27AZGPD3015M1ZH,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,1796,"215,520.00",-17952.82,18.00,"197,566.95","35,562.05",0.00,0.00,0.00,"268,176.00"
SCT/53,4/5/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,155,"18,600.00",-1548.92,18.00,"17,050.66",0.00,"1,534.53","1,534.53",0.00,"212,361.00"
SCT/53,4/5/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,1481,"177,720.00",-14804.08,18.00,"162,916.34",0.00,"14,662.47","14,662.47",0.00,"212,361.00"
SCT/54,4/6/2024,ASIANTIC CERAMIC,24ABZFA7518B1ZC,Lajai,Gujarat,CERAMIC GLAZE TILES,69072300,634,"76,080.00",-6337,18.00,"69,743.00",0.00,"6,277.00","6,277.00",0.00,"82,297.00"
SCT/55,4/6/2024,SRI BYRAVESHWARA FIBRE SINK AND GRANITE CERAMICS,29AFFPU0441M1Z2,BENGLURU,Karnataka,CERAMIC GLAZE TILES,69072300,1208,"144,960.00",0,18.00,"144,960.00","26,093.00",0.00,0.00,0.00,"171,053.00"
SCT/56,4/6/2024,MELDY CERAMIKA,24ABRFM0673K1ZV,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1470,"532,140.00",0,18.00,"532,140.00",0.00,"47,893.00","47,893.00",0.00,"627,926.00"
SCT/57,4/6/2024,VARSANI VIPULBHAI MAGANBHAI,,RAJKOT,Gujarat,CERAMIC GLAZE TILES,69072300,600,"15,000.00",0,18.00,"15,000.00",0.00,"1,350.00","1,350.00",0.00,"17,700.00"
SCT/58,4/6/2024,LOGIN TILES LLP,24AAKFL4918Q1ZP,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1875,"225,000.00",-18743,18.00,"206,257.00",0.00,"18,563.00","18,563.00",0.00,"243,383.00"
SCT/59,4/6/2024,SOMCERA CERAMIC,24CLAPR9860A1Z5,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,92,"11,040.00",0,18.00,"11,040.00",0.00,993.20,993.20,0.00,"178,132.00"
SCT/59,4/6/2024,SOMCERA CERAMIC,24CLAPR9860A1Z5,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1166,"139,920.00",0,18.00,"139,920.00",0.00,"12,592.80","12,592.80",0.00,"178,132.00"
SCT/60,4/6/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,14,"1,680.00",-140.02,18.00,"1,540.05",0.00,138.51,138.51,0.00,"35,047.00"
SCT/60,4/6/2024,BLACKWELL TILES,24CQFPR9774K1Z0,Morbi,Gujarat,CERAMIC GLAZE TILES,69072300,256,"30,720.00",-2558.98,18.00,"28,160.95",0.00,"2,534.49","2,534.49",0.00,"35,047.00"
SCT/61,4/6/2024,LEORA CERAMIC LLP,24AAKFL1240R1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2794,"335,280.00",-27929,18.00,"307,351.00",0.00,"27,662.00","27,662.00",0.00,"362,675.00"
SCT/62,4/7/2024,SADA SHIV TRADERS,09AFBFS5756D1ZU,MATHURA,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,910,"109,200.00",-9096,18.00,"100,104.00","18,019.00",0.00,0.00,0.00,"118,123.00"
SCT/63,4/7/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,328,"39,360.00",-3278.77,18.00,"36,081.30",0.00,"3,247.51","3,247.51",0.00,"294,657.00"
SCT/63,4/7/2024,ADESH ENTERPRISE,24APUPK5528C1ZT,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,1942,"233,040.00",-19412.23,18.00,"213,627.70",0.00,"19,226.49","19,226.49",0.00,"294,657.00"
SCT/64,4/7/2024,SHRI RAM CERAMICS,07AGAPJ0762C1ZZ,JAGATPURI,Delhi,CERAMIC GLAZE TILES,69072300,4046,"485,520.00",-145656,18.00,"339,864.00","61,176.00",0.00,0.00,0.00,"401,040.00"
SCT/65,4/7/2024,MARUTI TILES,10AMQPL2368G1Z3,PATNA,Bihar,CERAMIC GLAZE TILES,69072300,694,"83,280.00",0,18.00,"83,280.00","14,990.00",0.00,0.00,0.00,"589,622.00"
SCT/65,4/7/2024,MARUTI TILES,10AMQPL2368G1Z3,PATNA,Bihar,CERAMIC GLAZE TILES,69072300,3470,"416,400.00",0,18.00,"416,400.00","74,952.00",0.00,0.00,0.00,"589,622.00"
SCT/66,4/7/2024,SHUBH MARKETING,27ABJFS3289F1ZS,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,208,"24,960.00",0,18.00,"24,960.00","4,492.80",0.00,0.00,0.00,"184,788.00"
SCT/66,4/7/2024,SHUBH MARKETING,27ABJFS3289F1ZS,PUNE,Maharashtra,CERAMIC GLAZE TILES,69072300,1097,"131,640.00",0,18.00,"131,640.00","23,695.20",0.00,0.00,0.00,"184,788.00"
SCT/67,4/8/2024,TITANS CERAMIC,24AATFT2418G1Z2,MORBI,Gujarat,CERAMIC GLAZE TILES,69072300,2245,"157,150.00",-47145,18.00,"110,005.00",0.00,"9,900.00","9,900.00",0.00,"129,805.00"
SCT/68,4/8/2024,VRINDAVAN TRADING COMPANY,09BLAPK0188F1Z8,GAUTAM BUDH NAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,610,"27,450.00",-8235,18.00,"19,215.00","3,459.00",0.00,0.00,0.00,"384,462.00"
SCT/68,4/8/2024,VRINDAVAN TRADING COMPANY,09BLAPK0188F1Z8,GAUTAM BUDH NAGAR,Uttar Pradesh,CERAMIC GLAZE TILES,69072300,3650,"438,000.00",-131400,18.00,"306,600.00","55,188.00",0.00,0.00,0.00,"384,462.00"
SCT/69,4/8/2024,SIDANA HARDWARE AND SANITARY STORE,05CZOPK4577M1ZL,GADARPUR,Uttarakhand,CERAMIC GLAZE TILES,69072300,366,"43,920.00",-3658.64,18.00,"40,261.45","7,246.94",0.00,0.00,0.00,"457,821.00"
